Igehely	Kapcsolódó igehely	Kapcsolódó igehely magyar megjelenítése	Votes
Dán 10:8	1Móz 32:24	1Móz 32,24	2
Dán 10:8	1Móz 32:25	1Móz 32,25	2
Dán 10:9	Dán 8:18	Dán 8,18	5
Dán 10:9	Jób 4:13	Jób 4,13	3
Dán 10:9	1Móz 15:12	1Móz 15,12	3
Dán 10:9	Jób 33:15	Jób 33,15	2
Dán 10:9	Luk 22:45	Luk 22,45	2
Dán 10:9	Én 5:2	Én 5,2	2
Dán 10:9	Luk 9:32	Luk 9,32	2
Dán 10:9	1Móz 2:21	1Móz 2,21	2
Dán 10:10	Dán 10:16	Dán 10,16	3
Dán 10:10	Dán 10:18	Dán 10,18	3
Dán 10:10	Jer 1:9	Jer 1,9	5
Dán 10:10	Dán 8:18	Dán 8,18	4
Dán 10:10	Dán 9:21	Dán 9,21	1
Dán 10:10	Jel 1:17	Jel 1,17	5
Dán 10:11	Jób 4:14	Jób 4,14	2
Dán 10:11	Jób 4:16	Jób 4,16	2
Dán 10:11	Ján 21:20	Ján 21,20	2
Dán 10:11	Dán 8:16	Dán 8,16	3
Dán 10:11	Dán 8:17	Dán 8,17	3
Dán 10:11	Dán 9:22	Dán 9,22	2
Dán 10:11	Dán 9:23	Dán 9,23	2
Dán 10:11	Ez 2:1	Ez 2,1	3
Dán 10:11	Zsolt 45:11	Zsolt 45,11	2
Dán 10:11	Ján 13:23	Ján 13,23	2
Dán 10:11	Én 7:10	Én 7,10	1
Dán 10:11	Jób 37:1	Jób 37,1	2
Dán 10:11	Dán 10:3	Dán 10,3	2
Dán 10:11	Mk 16:8	Mk 16,8	3
Dán 10:11	Dán 10:19	Dán 10,19	2
Dán 10:11	ApCsel 9:6	ApCsel 9,6	2
Dán 10:11	ApCsel 26:16	ApCsel 26,16	3
Dán 10:12	Jel 1:17	Jel 1,17	5
Dán 10:12	ApCsel 18:9	ApCsel 18,9	10
Dán 10:12	ApCsel 18:10	ApCsel 18,10	10
Dán 10:12	ApCsel 10:3	ApCsel 10,3	7
Dán 10:12	ApCsel 10:5	ApCsel 10,5	7
Dán 10:12	Ézs 41:10	Ézs 41,10	9
Dán 10:12	Mk 16:6	Mk 16,6	4
Dán 10:12	Luk 1:30	Luk 1,30	4
Dán 10:12	Mt 28:5	Mt 28,5	9
Dán 10:12	Zsolt 69:10	Zsolt 69,10	5
Dán 10:12	3Móz 16:29	3Móz 16,29	6
Dán 10:12	Ézs 65:24	Ézs 65,24	9
Dán 10:12	3Móz 16:31	3Móz 16,31	6
Dán 10:12	Dán 10:11	Dán 10,11	4
Dán 10:12	Luk 2:10	Luk 2,10	4
Dán 10:12	Mt 28:10	Mt 28,10	4
Dán 10:12	4Móz 29:7	4Móz 29,7	4
Dán 10:12	ApCsel 10:30	ApCsel 10,30	14
Dán 10:12	ApCsel 10:31	ApCsel 10,31	14
Dán 10:12	Ézs 35:4	Ézs 35,4	7
Dán 10:12	ApCsel 27:24	ApCsel 27,24	5
Dán 10:12	Ézs 58:9	Ézs 58,9	11
Dán 10:12	Dán 9:3	Dán 9,3	7
Dán 10:12	Dán 9:4	Dán 9,4	7
Dán 10:12	Ézs 41:14	Ézs 41,14	7
Dán 10:12	Luk 24:38	Luk 24,38	6
Dán 10:12	Dán 10:19	Dán 10,19	11
Dán 10:12	Luk 1:13	Luk 1,13	4
Dán 10:12	Dán 10:2	Dán 10,2	6
Dán 10:12	Dán 10:3	Dán 10,3	6
Dán 10:12	Dán 9:20	Dán 9,20	11
Dán 10:12	Dán 9:23	Dán 9,23	11
Dán 10:13	Dán 12:1	Dán 12,1	10
Dán 10:13	Kol 2:10	Kol 2,10	4
Dán 10:13	Zak 3:1	Zak 3,1	3
Dán 10:13	Zak 3:2	Zak 3,2	3
Dán 10:13	Dán 10:20	Dán 10,20	8
Dán 10:13	Dán 10:21	Dán 10,21	8
Dán 10:13	Ef 6:12	Ef 6,12	4
Dán 10:13	1Thessz 2:18	1Thessz 2,18	4
Dán 10:13	Ezsd 4:4	Ezsd 4,4	6
Dán 10:13	Ezsd 4:6	Ezsd 4,6	6
Dán 10:13	Júd 1:9	Júd 1,9	12
Dán 10:13	1Pét 3:22	1Pét 3,22	4
Dán 10:13	Jel 12:7	Jel 12,7	8
Dán 10:13	Ezsd 4:24	Ezsd 4,24	2
Dán 10:14	Dán 9:22	Dán 9,22	2
Dán 10:14	Dán 12:9	Dán 12,9	4
Dán 10:14	Dán 2:28	Dán 2,28	6
Dán 10:14	5Móz 4:30	5Móz 4,30	3
Dán 10:14	Dán 10:1	Dán 10,1	2
Dán 10:14	1Móz 49:1	1Móz 49,1	3
Dán 10:14	Ézs 2:2	Ézs 2,2	3
Dán 10:14	5Móz 31:21	5Móz 31,21	2
Dán 10:14	Hós 3:5	Hós 3,5	3
Dán 10:14	Dán 12:4	Dán 12,4	4
Dán 10:14	Hab 2:3	Hab 2,3	5
Dán 10:14	2Tim 3:1	2Tim 3,1	2
Dán 10:14	Dán 8:26	Dán 8,26	7
Dán 10:14	Zsid 2:3	Zsid 2,3	2
Dán 10:14	Mik 4:1	Mik 4,1	3
Dán 10:15	Ez 33:22	Ez 33,22	3
Dán 10:15	Dán 8:18	Dán 8,18	4
Dán 10:15	Ez 24:27	Ez 24,27	5
Dán 10:15	Dán 10:9	Dán 10,9	4
Dán 10:15	Luk 1:20	Luk 1,20	5
Dán 10:16	Ez 3:27	Ez 3,27	2
Dán 10:16	Dán 7:28	Dán 7,28	4
Dán 10:16	Bír 6:15	Bír 6,15	2
Dán 10:16	Bír 13:8	Bír 13,8	2
Dán 10:16	Dán 8:15	Dán 8,15	6
Dán 10:16	Ez 1:26	Ez 1,26	2
Dán 10:16	Luk 1:64	Luk 1,64	2
Dán 10:16	Dán 8:17	Dán 8,17	4
Dán 10:16	Préd 1:18	Préd 1,18	2
Dán 10:16	Dán 7:15	Dán 7,15	4
Dán 10:16	Ján 20:28	Ján 20,28	2
Dán 10:16	Jer 1:9	Jer 1,9	5
Dán 10:16	2Móz 4:13	2Móz 4,13	2
Dán 10:16	Dán 9:21	Dán 9,21	2
Dán 10:16	Jel 1:13	Jel 1,13	3
Dán 10:16	Józs 5:14	Józs 5,14	2
Dán 10:16	Dán 10:17	Dán 10,17	2
Dán 10:16	Dán 10:18	Dán 10,18	2
Dán 10:16	Dán 10:5	Dán 10,5	2
Dán 10:16	Dán 10:6	Dán 10,6	2
Dán 10:16	Luk 21:15	Luk 21,15	2
Dán 10:16	Dán 12:8	Dán 12,8	2
Dán 10:16	2Móz 4:10	2Móz 4,10	2
Dán 10:16	Ézs 6:7	Ézs 6,7	6
Dán 10:16	Fil 2:7	Fil 2,7	2
Dán 10:16	Fil 2:8	Fil 2,8	2
Dán 10:16	Bír 6:13	Bír 6,13	2
Dán 10:16	Dán 8:27	Dán 8,27	4
Dán 10:16	Dán 10:8	Dán 10,8	2
Dán 10:16	Dán 10:10	Dán 10,10	2
Dán 10:16	Ez 33:22	Ez 33,22	2
Dán 10:17	2Móz 24:10	2Móz 24,10	3
Dán 10:17	2Móz 24:11	2Móz 24,11	3
Dán 10:17	Bír 6:22	Bír 6,22	2
Dán 10:17	Bír 13:21	Bír 13,21	2
Dán 10:17	Bír 13:23	Bír 13,23	2
Dán 10:17	1Móz 32:20	1Móz 32,20	2
Dán 10:17	Mt 22:43	Mt 22,43	2
Dán 10:17	Mt 22:44	Mt 22,44	2
Dán 10:17	2Móz 33:20	2Móz 33,20	2
Dán 10:17	Ján 1:18	Ján 1,18	2
Dán 10:17	Mk 12:36	Mk 12,36	2
Dán 10:17	Ézs 6:1	Ézs 6,1	3
Dán 10:17	Ézs 6:5	Ézs 6,5	3
Dán 10:18	Kol 1:11	Kol 1,11	2
Dán 10:18	1Sám 23:15	1Sám 23,15	2
Dán 10:18	Dán 10:10	Dán 10,10	2
Dán 10:18	Luk 22:32	Luk 22,32	2
Dán 10:18	Ézs 35:3	Ézs 35,3	3
Dán 10:18	Ézs 35:4	Ézs 35,4	3
Dán 10:18	Fil 4:13	Fil 4,13	2
Dán 10:18	Dán 10:16	Dán 10,16	5
Dán 10:18	Jób 23:6	Jób 23,6	2
Dán 10:18	Ef 3:16	Ef 3,16	2
Dán 10:18	Jób 16:5	Jób 16,5	2
Dán 10:18	Dán 8:18	Dán 8,18	3
Dán 10:18	Luk 22:43	Luk 22,43	3
Dán 10:18	ApCsel 18:23	ApCsel 18,23	2
Dán 10:18	2Kor 12:9	2Kor 12,9	2
Dán 10:18	2Kor 12:10	2Kor 12,10	2
Dán 10:19	Józs 1:6	Józs 1,6	3
Dán 10:19	Józs 1:7	Józs 1,7	3
Dán 10:19	2Tim 2:1	2Tim 2,1	5
Dán 10:19	Dán 10:11	Dán 10,11	8
Dán 10:19	Dán 10:12	Dán 10,12	8
Dán 10:19	Zsolt 138:3	Zsolt 138,3	2
Dán 10:19	Hag 2:4	Hag 2,4	3
Dán 10:19	Ézs 43:1	Ézs 43,1	7
Dán 10:19	Ézs 43:2	Ézs 43,2	7
Dán 10:19	Ján 11:5	Ján 11,5	4
Dán 10:19	Luk 24:36	Luk 24,36	4
Dán 10:19	Luk 24:38	Luk 24,38	4
Dán 10:19	Ján 15:9	Ján 15,9	4
Dán 10:19	Ján 15:14	Ján 15,14	4
Dán 10:19	Zak 8:9	Zak 8,9	2
Dán 10:19	Ézs 41:10	Ézs 41,10	2
Dán 10:19	1Kor 16:13	1Kor 16,13	3
Dán 10:19	Dán 9:23	Dán 9,23	8
Dán 10:19	Ef 6:10	Ef 6,10	1
Dán 10:19	Jel 1:17	Jel 1,17	6
Dán 10:19	Zak 8:13	Zak 8,13	1
Dán 10:19	Ján 11:36	Ján 11,36	4
Dán 10:19	Dán 10:18	Dán 10,18	2
Dán 10:19	1Sám 3:9	1Sám 3,9	2
Dán 10:19	1Sám 3:10	1Sám 3,10	2
Dán 10:19	Ján 19:26	Ján 19,26	5
Dán 10:19	Ján 16:33	Ján 16,33	2
Dán 10:19	2Kor 12:9	2Kor 12,9	6
Dán 10:19	Ján 14:27	Ján 14,27	6
Dán 10:19	Ján 21:20	Ján 21,20	4
Dán 10:19	Ézs 41:14	Ézs 41,14	2
Dán 10:19	Bír 6:23	Bír 6,23	12
Dán 10:19	Ján 11:3	Ján 11,3	4
Dán 10:19	Ézs 35:4	Ézs 35,4	15
Dán 10:19	Józs 1:9	Józs 1,9	14
Dán 10:20	ApCsel 12:23	ApCsel 12,23	2
Dán 10:20	Dán 8:5	Dán 8,5	3
Dán 10:20	Dán 8:8	Dán 8,8	3
Dán 10:20	Ézs 37:36	Ézs 37,36	2
Dán 10:20	Dán 7:6	Dán 7,6	2
Dán 10:20	Dán 10:13	Dán 10,13	3
Dán 10:20	Dán 8:21	Dán 8,21	5
Dán 10:20	Dán 11:2	Dán 11,2	3
Dán 10:20	Dán 11:4	Dán 11,4	3
Dán 10:21	Dán 8:26	Dán 8,26	2
Dán 10:21	ApCsel 15:15	ApCsel 15,15	2
Dán 10:21	Dán 12:1	Dán 12,1	6
Dán 10:21	Ézs 43:8	Ézs 43,8	2
Dán 10:21	Ézs 43:9	Ézs 43,9	2
Dán 10:21	Dán 10:13	Dán 10,13	9
Dán 10:21	Dán 12:4	Dán 12,4	2
Dán 10:21	Júd 1:9	Júd 1,9	5
Dán 10:21	Jel 12:7	Jel 12,7	6
Dán 10:21	Ézs 41:22	Ézs 41,22	2
Dán 10:21	Ézs 41:23	Ézs 41,23	2
Dán 10:21	Ámós 3:7	Ámós 3,7	1
Dán 10:21	Dán 9:25	Dán 9,25	2
Dán 10:21	Dán 11:1	Dán 11,1	2
Dán 10:21	Dán 11:12	Dán 11,12	2
Dán 10:21	ApCsel 15:18	ApCsel 15,18	1
Dán 11:1	ApCsel 14:22	ApCsel 14,22	2
Dán 11:1	Dán 10:18	Dán 10,18	2
Dán 11:1	Dán 9:1	Dán 9,1	5
Dán 11:1	Dán 5:31	Dán 5,31	4
Dán 11:2	Dán 10:1	Dán 10,1	1
Dán 11:2	Dán 10:20	Dán 10,20	2
Dán 11:2	Dán 10:21	Dán 10,21	2
Dán 11:2	Ámós 3:7	Ámós 3,7	2
Dán 11:2	Ján 10:35	Ján 10,35	2
Dán 11:2	Dán 8:26	Dán 8,26	3
Dán 11:2	Ezsd 4:5	Ezsd 4,5	5
Dán 11:2	Ezsd 4:6	Ezsd 4,6	5
Dán 11:2	Dán 11:25	Dán 11,25	2
Dán 11:2	Dán 8:4	Dán 8,4	2
Dán 11:2	Zsolt 73:6	Zsolt 73,6	2
Dán 11:2	Zsolt 73:7	Zsolt 73,7	2
Dán 11:2	Jel 21:5	Jel 21,5	3
Dán 11:2	Dán 7:5	Dán 7,5	2
Dán 11:2	Ján 18:37	Ján 18,37	2
Dán 11:2	Ján 18:38	Ján 18,38	2
Dán 11:2	Péld 22:21	Péld 22,21	2
Dán 11:3	Dán 8:4	Dán 8,4	2
Dán 11:3	Dán 8:14	Dán 8,14	2
Dán 11:3	Zsid 2:4	Zsid 2,4	2
Dán 11:3	Dán 8:21	Dán 8,21	5
Dán 11:3	Jak 1:18	Jak 1,18	2
Dán 11:3	Ef 1:11	Ef 1,11	2
Dán 11:3	Dán 11:16	Dán 11,16	6
Dán 11:3	Dán 7:6	Dán 7,6	3
Dán 11:3	Dán 4:35	Dán 4,35	2
Dán 11:3	Dán 5:19	Dán 5,19	3
Dán 11:3	Dán 11:36	Dán 11,36	6
Dán 11:4	Dán 7:8	Dán 7,8	3
Dán 11:4	Dán 7:2	Dán 7,2	3
Dán 11:4	Jób 20:5	Jób 20,5	2
Dán 11:4	Jób 20:7	Jób 20,7	2
Dán 11:4	Mt 12:25	Mt 12,25	2
Dán 11:4	Jer 12:15	Jer 12,15	3
Dán 11:4	Jer 31:40	Jer 31,40	2
Dán 11:4	Luk 12:20	Luk 12,20	2
Dán 11:4	Dán 8:8	Dán 8,8	6
Dán 11:4	Jer 45:4	Jer 45,4	2
Dán 11:4	Jer 18:7	Jer 18,7	3
Dán 11:4	Préd 2:18	Préd 2,18	2
Dán 11:4	Préd 2:19	Préd 2,19	2
Dán 11:4	Zsolt 37:35	Zsolt 37,35	2
Dán 11:4	Zsolt 37:36	Zsolt 37,36	2
Dán 11:4	Préd 4:8	Préd 4,8	2
Dán 11:4	Dán 8:22	Dán 8,22	6
Dán 11:4	Dán 7:6	Dán 7,6	2
Dán 11:4	Zsolt 73:17	Zsolt 73,17	2
Dán 11:4	Zsolt 73:20	Zsolt 73,20	2
Dán 11:4	Zsolt 49:6	Zsolt 49,6	2
Dán 11:4	Zsolt 49:12	Zsolt 49,12	2
Dán 11:4	Zsolt 39:6	Zsolt 39,6	2
Dán 11:4	Jer 12:17	Jer 12,17	4
Dán 11:5	Dán 11:11	Dán 11,11	3
Dán 11:5	Dán 11:40	Dán 11,40	2
Dán 11:5	Dán 11:25	Dán 11,25	3
Dán 11:5	Dán 11:14	Dán 11,14	3
Dán 11:5	Dán 11:3	Dán 11,3	2
Dán 11:5	Dán 11:4	Dán 11,4	2
Dán 11:5	Dán 11:8	Dán 11,8	2
Dán 11:5	Dán 11:9	Dán 11,9	2
Dán 11:6	Zak 11:16	Zak 11,16	2
Dán 11:6	Dán 11:13	Dán 11,13	5
Dán 11:6	Ez 38:8	Ez 38,8	1
Dán 11:6	Ez 38:9	Ez 38,9	1
Dán 11:6	Jób 38:15	Jób 38,15	2
Dán 11:6	Ez 30:21	Ez 30,21	2
Dán 11:6	Dán 11:40	Dán 11,40	3
Dán 11:6	Dán 11:15	Dán 11,15	3
Dán 11:6	Dán 11:7	Dán 11,7	3
Dán 11:6	Zsolt 10:5	Zsolt 10,5	2
Dán 11:7	Ez 17:18	Ez 17,18	2
Dán 11:7	Ézs 11:1	Ézs 11,1	2
Dán 11:7	Zsolt 55:23	Zsolt 55,23	2
Dán 11:7	Jób 14:7	Jób 14,7	2
Dán 11:7	Mal 4:1	Mal 4,1	2
Dán 11:7	Dán 11:19	Dán 11,19	2
Dán 11:7	Dán 11:20	Dán 11,20	2
Dán 11:7	Luk 12:20	Luk 12,20	2
Dán 11:7	Zsolt 109:8	Zsolt 109,8	2
Dán 11:7	Dán 11:38	Dán 11,38	2
Dán 11:7	Dán 11:39	Dán 11,39	2
Dán 11:7	Jer 12:2	Jer 12,2	2
Dán 11:7	Ézs 9:14	Ézs 9,14	2
Dán 11:7	Zsolt 49:10	Zsolt 49,10	2
Dán 11:7	Zsolt 49:13	Zsolt 49,13	2
Dán 11:8	4Móz 33:4	4Móz 33,4	2
Dán 11:8	Jer 46:25	Jer 46,25	2
Dán 11:8	1Móz 31:30	1Móz 31,30	2
Dán 11:8	Ézs 2:16	Ézs 2,16	2
Dán 11:8	5Móz 12:3	5Móz 12,3	2
Dán 11:8	2Móz 12:12	2Móz 12,12	2
Dán 11:8	Jer 43:12	Jer 43,12	3
Dán 11:8	Jer 43:13	Jer 43,13	3
Dán 11:8	Ézs 37:19	Ézs 37,19	4
Dán 11:8	Bír 18:24	Bír 18,24	2
Dán 11:8	Ézs 46:1	Ézs 46,1	4
Dán 11:8	Ézs 46:2	Ézs 46,2	4
Dán 11:8	Dán 10:3	Dán 10,3	2
Dán 11:8	Hós 8:6	Hós 8,6	2
Dán 11:8	Hós 10:5	Hós 10,5	2
Dán 11:8	Hós 10:6	Hós 10,6	2
Dán 11:8	Hós 13:15	Hós 13,15	2
Dán 11:8	Dán 1:2	Dán 1,2	2
Dán 11:8	Dán 1:3	Dán 1,3	2
Dán 11:10	Ézs 8:7	Ézs 8,7	2
Dán 11:10	Ézs 8:8	Ézs 8,8	2
Dán 11:10	Dán 11:26	Dán 11,26	2
Dán 11:10	Jer 46:7	Jer 46,7	3
Dán 11:10	Jer 46:8	Jer 46,8	3
Dán 11:10	Dán 11:7	Dán 11,7	3
Dán 11:10	Dán 9:26	Dán 9,26	3
Dán 11:10	Dán 11:22	Dán 11,22	2
Dán 11:10	Jer 51:42	Jer 51,42	3
Dán 11:10	Ézs 25:12	Ézs 25,12	2
Dán 11:10	Dán 11:39	Dán 11,39	2
Dán 11:10	Dán 11:40	Dán 11,40	2
Dán 11:11	Jer 27:6	Jer 27,6	2
Dán 11:11	1Kir 20:13	1Kir 20,13	2
Dán 11:11	Zsolt 76:10	Zsolt 76,10	2
Dán 11:11	Dán 8:7	Dán 8,7	4
Dán 11:11	Zsolt 33:16	Zsolt 33,16	2
Dán 11:11	Zsolt 33:17	Zsolt 33,17	2
Dán 11:11	Préd 9:11	Préd 9,11	2
Dán 11:11	Préd 9:12	Préd 9,12	2
Dán 11:11	Dán 11:9	Dán 11,9	2
Dán 11:11	Dán 11:10	Dán 11,10	2
Dán 11:11	Dán 11:44	Dán 11,44	2
Dán 11:11	Dán 2:38	Dán 2,38	2
Dán 11:11	Dán 11:5	Dán 11,5	3
Dán 11:11	1Kir 20:28	1Kir 20,28	2
Dán 11:12	ApCsel 12:22	ApCsel 12,22	2
Dán 11:12	ApCsel 12:23	ApCsel 12,23	2
Dán 11:12	1Pét 5:5	1Pét 5,5	2
Dán 11:12	Dán 8:25	Dán 8,25	2
Dán 11:12	Péld 16:18	Péld 16,18	2
Dán 11:12	Dán 5:23	Dán 5,23	2
Dán 11:12	1Tim 3:6	1Tim 3,6	2
Dán 11:12	Ézs 10:7	Ézs 10,7	2
Dán 11:12	Ézs 10:12	Ézs 10,12	2
Dán 11:12	2Krón 25:19	2Krón 25,19	2
Dán 11:12	2Krón 32:25	2Krón 32,25	2
Dán 11:12	Hab 2:4	Hab 2,4	2
Dán 11:12	Hab 2:6	Hab 2,6	2
Dán 11:12	2Krón 26:16	2Krón 26,16	2
Dán 11:12	Ez 28:17	Ez 28,17	2
Dán 11:12	Ez 28:2	Ez 28,2	2
Dán 11:12	Dán 5:19	Dán 5,19	2
Dán 11:12	Dán 5:20	Dán 5,20	2
Dán 11:12	5Móz 8:14	5Móz 8,14	2
Dán 11:12	Ez 28:5	Ez 28,5	2
Dán 11:12	2Kir 14:10	2Kir 14,10	2
Dán 11:13	Dán 4:16	Dán 4,16	4
Dán 11:13	Dán 12:7	Dán 12,7	3
Dán 11:13	Dán 11:6	Dán 11,6	2
Dán 11:13	Dán 11:7	Dán 11,7	2
Dán 11:14	Jel 17:17	Jel 17,17	2
Dán 11:14	ApCsel 4:25	ApCsel 4,25	2
Dán 11:14	ApCsel 4:28	ApCsel 4,28	2
Dán 11:15	Dán 8:7	Dán 8,7	2
Dán 11:15	Jer 5:10	Jer 5,10	2
Dán 11:15	Józs 1:5	Józs 1,5	2
Dán 11:15	Ez 4:2	Ez 4,2	3
Dán 11:15	Jer 6:6	Jer 6,6	4
Dán 11:15	Ez 17:17	Ez 17,17	4
Dán 11:15	Péld 21:30	Péld 21,30	2
Dán 11:15	Péld 21:31	Péld 21,31	2
Dán 11:15	Jer 33:4	Jer 33,4	2
Dán 11:15	Jer 52:4	Jer 52,4	2
Dán 11:15	Dán 11:6	Dán 11,6	2
Dán 11:16	Dán 8:9	Dán 8,9	5
Dán 11:16	Dán 11:36	Dán 11,36	4
Dán 11:16	Jer 3:19	Jer 3,19	2
Dán 11:16	Ézs 8:8	Ézs 8,8	2
Dán 11:16	Dán 11:3	Dán 11,3	4
Dán 11:16	Dán 8:7	Dán 8,7	3
Dán 11:16	Józs 1:5	Józs 1,5	2
Dán 11:16	Dán 8:4	Dán 8,4	3
Dán 11:16	Dán 11:45	Dán 11,45	2
Dán 11:16	Dán 11:41	Dán 11,41	4
Dán 11:17	Péld 19:21	Péld 19,21	2
Dán 11:17	Zsolt 56:9	Zsolt 56,9	2
Dán 11:17	Mt 12:30	Mt 12,30	2
Dán 11:17	Ez 17:17	Ez 17,17	2
Dán 11:17	Luk 11:23	Luk 11,23	2
Dán 11:17	Ez 4:3	Ez 4,3	3
Dán 11:17	Dán 9:26	Dán 9,26	2
Dán 11:17	Luk 9:51	Luk 9,51	2
Dán 11:17	Ez 4:7	Ez 4,7	3
Dán 11:17	2Krón 20:3	2Krón 20,3	2
Dán 11:17	Róm 8:31	Róm 8,31	2
Dán 11:17	Dán 11:19	Dán 11,19	2
Dán 11:17	2Kir 12:17	2Kir 12,17	3
Dán 11:17	Ez 25:2	Ez 25,2	2
Dán 11:18	Sof 2:11	Sof 2,11	3
Dán 11:18	Hós 12:14	Hós 12,14	5
Dán 11:18	Ézs 66:19	Ézs 66,19	2
Dán 11:18	Bír 1:7	Bír 1,7	2
Dán 11:18	Mt 7:2	Mt 7,2	2
Dán 11:18	Jer 31:10	Jer 31,10	3
Dán 11:18	1Móz 10:4	1Móz 10,4	2
Dán 11:18	1Móz 10:5	1Móz 10,5	2
Dán 11:18	Jer 2:10	Jer 2,10	3
Dán 11:18	Ez 27:6	Ez 27,6	2
Dán 11:19	Jer 46:6	Jer 46,6	4
Dán 11:19	Zsolt 27:2	Zsolt 27,2	4
Dán 11:19	Zsolt 37:36	Zsolt 37,36	5
Dán 11:19	Jób 20:8	Jób 20,8	4
Dán 11:19	Ez 26:21	Ez 26,21	5
Dán 11:20	Dán 11:7	Dán 11,7	2
Dán 11:20	Dán 11:21	Dán 11,21	2
Dán 11:20	5Móz 15:2	5Móz 15,2	2
Dán 11:20	5Móz 15:3	5Móz 15,3	2
Dán 11:20	2Kir 23:35	2Kir 23,35	2
Dán 11:20	Péld 30:33	Péld 30,33	2
Dán 11:20	Ézs 60:17	Ézs 60,17	3
Dán 11:21	Dán 8:9	Dán 8,9	2
Dán 11:21	Ézs 32:5	Ézs 32,5	2
Dán 11:21	Dán 8:23	Dán 8,23	2
Dán 11:21	Zsolt 15:4	Zsolt 15,4	2
Dán 11:21	Dán 8:25	Dán 8,25	3
Dán 11:21	Náh 1:14	Náh 1,14	2
Dán 11:21	Dán 11:32	Dán 11,32	2
Dán 11:21	2Sám 15:2	2Sám 15,2	2
Dán 11:21	2Sám 15:6	2Sám 15,6	2
Dán 11:21	Zsolt 12:8	Zsolt 12,8	2
Dán 11:21	Dán 7:8	Dán 7,8	2
Dán 11:21	1Sám 3:13	1Sám 3,13	2
Dán 11:21	Dán 11:34	Dán 11,34	4
Dán 11:21	Dán 11:7	Dán 11,7	2
Dán 11:21	Dán 11:20	Dán 11,20	2
Dán 11:21	Bír 9:1	Bír 9,1	3
Dán 11:21	Bír 9:20	Bír 9,20	3
Dán 11:21	Zsolt 55:21	Zsolt 55,21	3
Dán 11:22	Jel 12:15	Jel 12,15	2
Dán 11:22	Jel 12:16	Jel 12,16	2
Dán 11:22	Dán 11:10	Dán 11,10	4
Dán 11:22	Dán 8:25	Dán 8,25	3
Dán 11:22	Dán 9:26	Dán 9,26	4
Dán 11:22	Ámós 9:5	Ámós 9,5	2
Dán 11:22	Náh 1:8	Náh 1,8	2
Dán 11:22	Dán 8:10	Dán 8,10	4
Dán 11:22	Dán 8:11	Dán 8,11	4
Dán 11:22	Ézs 8:7	Ézs 8,7	2
Dán 11:22	Ézs 8:8	Ézs 8,8	2
Dán 11:22	Ámós 8:8	Ámós 8,8	2
Dán 11:23	Róm 1:29	Róm 1,29	2
Dán 11:23	Dán 8:25	Dán 8,25	3
Dán 11:23	1Móz 34:13	1Móz 34,13	2
Dán 11:23	Ez 17:13	Ez 17,13	2
Dán 11:23	Ez 17:19	Ez 17,19	2
Dán 11:23	2Thessz 2:9	2Thessz 2,9	2
Dán 11:23	Péld 11:18	Péld 11,18	2
Dán 11:23	2Kor 11:3	2Kor 11,3	2
Dán 11:23	Zsolt 52:2	Zsolt 52,2	2
Dán 11:24	Dán 7:25	Dán 7,25	2
Dán 11:24	Péld 17:8	Péld 17,8	2
Dán 11:24	Ez 38:10	Ez 38,10	2
Dán 11:24	Péld 23:7	Péld 23,7	2
Dán 11:24	Péld 19:6	Péld 19,6	2
Dán 11:24	Bír 9:4	Bír 9,4	2
Dán 11:24	Neh 9:25	Neh 9,25	2
Dán 11:24	Mt 9:4	Mt 9,4	2
Dán 11:25	Péld 28:25	Péld 28,25	2
Dán 11:25	Péld 15:18	Péld 15,18	2
Dán 11:25	Dán 11:10	Dán 11,10	1
Dán 11:25	Dán 11:2	Dán 11,2	2
Dán 11:26	Dán 11:22	Dán 11,22	2
Dán 11:26	Mk 14:20	Mk 14,20	2
Dán 11:26	Dán 11:10	Dán 11,10	4
Dán 11:26	Dán 11:40	Dán 11,40	2
Dán 11:26	2Kir 10:6	2Kir 10,6	2
Dán 11:26	2Kir 10:9	2Kir 10,9	2
Dán 11:26	Zsolt 41:9	Zsolt 41,9	2
Dán 11:26	Mik 7:5	Mik 7,5	2
Dán 11:26	Mik 7:6	Mik 7,6	2
Dán 11:26	Mt 26:23	Mt 26,23	2
Dán 11:26	Ján 13:18	Ján 13,18	2
Dán 11:26	2Sám 4:2	2Sám 4,2	2
Dán 11:26	2Sám 4:12	2Sám 4,12	2
Dán 11:26	2Kir 8:14	2Kir 8,14	2
Dán 11:27	Zsolt 58:2	Zsolt 58,2	3
Dán 11:27	Zsolt 12:2	Zsolt 12,2	5
Dán 11:27	ApCsel 17:31	ApCsel 17,31	2
Dán 11:27	Jer 41:1	Jer 41,1	3
Dán 11:27	Jer 41:3	Jer 41,3	3
Dán 11:27	Dán 8:19	Dán 8,19	3
Dán 11:27	Péld 19:21	Péld 19,21	2
Dán 11:27	2Sám 13:26	2Sám 13,26	2
Dán 11:27	1Thessz 5:1	1Thessz 5,1	2
Dán 11:27	Dán 10:1	Dán 10,1	2
Dán 11:27	Ez 17:9	Ez 17,9	2
Dán 11:27	Péld 23:6	Péld 23,6	3
Dán 11:27	Péld 23:8	Péld 23,8	3
Dán 11:27	Jer 9:3	Jer 9,3	4
Dán 11:27	Jer 9:5	Jer 9,5	4
Dán 11:27	Dán 11:40	Dán 11,40	3
Dán 11:27	ApCsel 1:7	ApCsel 1,7	2
