Igehely	Strong-szám	Görög szóalak	Morfológiai kód
Zsolt 93:5	G3588	τω	T-DSM
Zsolt 93:5	G3624	οικω	N-DSM
Zsolt 93:5	G4771	σου	P-GS
Zsolt 93:5	G4241	πρεπει	V-PAI-3S
Zsolt 93:5	G2962	κυριε	N-VSM
Zsolt 93:5	G1519	εις	PREP
Zsolt 93:5	G2250	ημερων	N-GPF
Zsolt 94:1	G5568	ψαλμος	N-NSM
Zsolt 94:1	G3588	τω	T-DSM
Zsolt 94:1	G5064	τετραδι	N-DSF
Zsolt 94:1	G4521	σαββατων	N-GPN
Zsolt 94:1	G3588	ο	T-NSM
Zsolt 94:1	G2316	θεος	N-NSM
Zsolt 94:1	G1557	εκδικησεων	N-GPF
Zsolt 94:1	G2962	κυριος	N-NSM
Zsolt 94:1	G3588	ο	T-NSM
Zsolt 94:1	G2316	θεος	N-NSM
Zsolt 94:1	G1557	εκδικησεων	N-GPF
Zsolt 94:2	G5312	υψωθητι	V-APD-2S
Zsolt 94:2	G3588	ο	T-NSM
Zsolt 94:2	G2919	κρινων	V-PAPNS
Zsolt 94:2	G3588	την	T-ASF
Zsolt 94:2	G1065	γην	N-ASF
Zsolt 94:2	G0591	αποδος	V-AAD-2S
Zsolt 94:2	G3588	τοις	T-DPM
Zsolt 94:2	G5244	υπερηφανοις	A-DPM
Zsolt 94:3	G2193	εως	PREP
Zsolt 94:3	G4218	ποτε	PRT
Zsolt 94:3	G0268	αμαρτωλοι	A-NPM
Zsolt 94:3	G2962	κυριε	N-VSM
Zsolt 94:3	G2193	εως	PREP
Zsolt 94:3	G4218	ποτε	PRT
Zsolt 94:3	G0268	αμαρτωλοι	A-NPM
Zsolt 94:3	G2744	καυχησονται	V-FMI-3P
Zsolt 94:4	G5350	φθεγξονται	V-FMI-3P
Zsolt 94:4	G2532	και	CONJ
Zsolt 94:4	G2980	λαλησουσιν	V-FAI-3P
Zsolt 94:4	G0093	αδικιαν	N-ASF
Zsolt 94:4	G2980	λαλησουσιν	V-FAI-3P
Zsolt 94:4	G3956	παντες	A-NPM
Zsolt 94:4	G3588	οι	T-NPM
Zsolt 94:4	G2038	εργαζομενοι	V-PMPNP
Zsolt 94:4	G3588	την	T-ASF
Zsolt 94:4	G0458	ανομιαν	N-ASF
Zsolt 94:5	G3588	τον	T-ASM
Zsolt 94:5	G2992	λαον	N-ASM
Zsolt 94:5	G4771	σου	P-GS
Zsolt 94:5	G2962	κυριε	N-VSM
Zsolt 94:5	G5013	εταπεινωσαν	V-AAI-3P
Zsolt 94:5	G2532	και	CONJ
Zsolt 94:5	G3588	την	T-ASF
Zsolt 94:5	G2817	κληρονομιαν	N-ASF
Zsolt 94:5	G4771	σου	P-GS
Zsolt 94:5	G2559	εκακωσαν	V-AAI-3P
Zsolt 94:6	G5503	χηραν	N-ASF
Zsolt 94:6	G2532	και	CONJ
Zsolt 94:6	G4339	προσηλυτον	N-ASM
Zsolt 94:6	G0615	απεκτειναν	V-AAI-3P
Zsolt 94:6	G2532	και	CONJ
Zsolt 94:6	G3737	ορφανους	A-APM
Zsolt 94:6	G5407	εφονευσαν	V-AAI-3P
Zsolt 94:7	G2532	και	CONJ
Zsolt 94:7	G3364	ουκ	ADV
Zsolt 94:7	G3708	οψεται	V-FMI-3S
Zsolt 94:7	G2962	κυριος	N-NSM
Zsolt 94:7	G3761	ουδε	CONJ
Zsolt 94:7	G4920	συνησει	V-FAI-3S
Zsolt 94:7	G3588	ο	T-NSM
Zsolt 94:7	G2316	θεος	N-NSM
Zsolt 94:7	G3588	του	T-GSM
Zsolt 94:7	G2384	ιακωβ	N-PRI
Zsolt 94:8	G4920	συνετε	V-AAD-2P
Zsolt 94:8	G1161	δη	PRT
Zsolt 94:8	G0878	αφρονες	A-NPM
Zsolt 94:8	G1722	εν	PREP
Zsolt 94:8	G3588	τω	T-DSM
Zsolt 94:8	G2992	λαω	N-DSM
Zsolt 94:8	G2532	και	CONJ
Zsolt 94:8	G3474	μωροι	A-NPM
Zsolt 94:8	G4218	ποτε	PRT
Zsolt 94:8	G5426	φρονησατε	V-AAD-2P
Zsolt 94:9	G3588	ο	T-NSM
Zsolt 94:9	G5452	φυτευσας	V-AAPNS
Zsolt 94:9	G3588	το	T-ASN
Zsolt 94:9	G3775	ους	N-ASN
Zsolt 94:9	G3364	ουχι	ADV
Zsolt 94:9	G0191	ακουει	V-PAI-3S
Zsolt 94:9	G2228	η	CONJ
Zsolt 94:9	G3588	ο	T-NSM
Zsolt 94:9	G4111	πλασας	V-AAPNS
Zsolt 94:9	G3588	τον	T-ASM
Zsolt 94:9	G3788	οφθαλμον	N-ASM
Zsolt 94:9	G3364	ου	ADV
Zsolt 94:9	G2657	κατανοει	V-PAI-3S
Zsolt 94:10	G3588	ο	T-NSM
Zsolt 94:10	G3811	παιδευων	V-PAPNS
Zsolt 94:10	G1484	εθνη	N-APN
Zsolt 94:10	G3364	ουχι	ADV
Zsolt 94:10	G1651	ελεγξει	V-FAI-3S
Zsolt 94:10	G3588	ο	T-NSM
Zsolt 94:10	G1321	διδασκων	V-PAPNS
Zsolt 94:10	G0444	ανθρωπον	N-ASM
Zsolt 94:10	G1108	γνωσιν	N-ASF
Zsolt 94:11	G2962	κυριος	N-NSM
Zsolt 94:11	G1097	γινωσκει	V-PAI-3S
Zsolt 94:11	G3588	τους	T-APM
Zsolt 94:11	G1261	διαλογισμους	N-APM
Zsolt 94:11	G3588	των	T-GPM
Zsolt 94:11	G0444	ανθρωπων	N-GPM
Zsolt 94:11	G3754	οτι	CONJ
Zsolt 94:11	G1510	εισιν	V-PAI-3P
Zsolt 94:11	G3152	ματαιοι	A-NPM
Zsolt 94:12	G3107	μακαριος	A-NSM
Zsolt 94:12	G0444	ανθρωπος	N-NSM
Zsolt 94:12	G3739	ον	R-ASM
Zsolt 94:12	G0302	αν	PRT
Zsolt 94:12	G4771	συ	P-NS
Zsolt 94:12	G3811	παιδευσης	V-AAS-2S
Zsolt 94:12	G2962	κυριε	N-VSM
Zsolt 94:12	G2532	και	CONJ
Zsolt 94:12	G1537	εκ	PREP
Zsolt 94:12	G3588	του	T-GSM
Zsolt 94:12	G3551	νομου	N-GSM
Zsolt 94:12	G4771	σου	P-GS
Zsolt 94:12	G1321	διδαξης	V-AAS-2S
Zsolt 94:12	G0846	αυτον	D-ASM
Zsolt 94:13	G3588	του	T-GSN
Zsolt 94:13	G0846	αυτω	D-DSM
Zsolt 94:13	G0575	αφ	PREP
Zsolt 94:13	G2250	ημερων	N-GPF
Zsolt 94:13	G4190	πονηρων	A-GPF
Zsolt 94:13	G2193	εως	PREP
Zsolt 94:13	G3739	ου	R-GSM
Zsolt 94:13	G3736	ορυγη	V-API-3S
Zsolt 94:13	G3588	τω	T-DSM
Zsolt 94:13	G0268	αμαρτωλω	A-DSM
Zsolt 94:14	G3754	οτι	CONJ
Zsolt 94:14	G3364	ουκ	ADV
Zsolt 94:14	G2962	κυριος	N-NSM
Zsolt 94:14	G3588	τον	T-ASM
Zsolt 94:14	G2992	λαον	N-ASM
Zsolt 94:14	G0846	αυτου	D-GSM
Zsolt 94:14	G2532	και	CONJ
Zsolt 94:14	G3588	την	T-ASF
Zsolt 94:14	G2817	κληρονομιαν	N-ASF
Zsolt 94:14	G0846	αυτου	D-GSM
Zsolt 94:14	G3364	ουκ	ADV
Zsolt 94:14	G1459	εγκαταλειψει	V-FAI-3S
Zsolt 94:15	G2193	εως	PREP
Zsolt 94:15	G3739	ου	R-GSM
Zsolt 94:15	G1343	δικαιοσυνη	N-NSF
Zsolt 94:15	G1994	επιστρεψη	V-FMI-2S
Zsolt 94:15	G1519	εις	PREP
Zsolt 94:15	G2920	κρισιν	N-ASF
Zsolt 94:15	G2532	και	CONJ
Zsolt 94:15	G2192	εχομενοι	V-PMPNP
Zsolt 94:15	G0846	αυτης	D-GSF
Zsolt 94:15	G3956	παντες	A-NPM
Zsolt 94:15	G3588	οι	T-NPM
Zsolt 94:15	G2117	ευθεις	A-NPM
Zsolt 94:15	G3588	τη	T-DSF
Zsolt 94:15	G2588	καρδια	N-DSF
Zsolt 94:16	G5100	τις	I-NSM
Zsolt 94:16	G0450	αναστησεται	V-FMI-3S
Zsolt 94:16	G1473	μοι	P-DS
Zsolt 94:16	G1909	επι	PREP
Zsolt 94:16	G2228	η	CONJ
Zsolt 94:16	G5100	τις	I-NSM
Zsolt 94:16	G1473	μοι	P-DS
Zsolt 94:16	G1909	επι	PREP
Zsolt 94:16	G2038	εργαζομενους	V-PMPAP
Zsolt 94:16	G3588	την	T-ASF
Zsolt 94:16	G0458	ανομιαν	N-ASF
Zsolt 94:17	G1487	ει	CONJ
Zsolt 94:17	G3165	μη	ADV
Zsolt 94:17	G3754	οτι	CONJ
Zsolt 94:17	G2962	κυριος	N-NSM
Zsolt 94:17	G0997	εβοηθησεν	V-AAI-3S
Zsolt 94:17	G1473	μοι	P-DS
Zsolt 94:17	G3844	παρα	PREP
Zsolt 94:17	G1024	βραχυ	A-ASN
Zsolt 94:17	G3588	τω	T-DSM
Zsolt 94:17	G0086	αδη	N-DSM
Zsolt 94:17	G3588	η	T-NSF
Zsolt 94:17	G5590	ψυχη	N-NSF
Zsolt 94:17	G1473	μου	P-GS
Zsolt 94:18	G1487	ει	CONJ
Zsolt 94:18	G3004	ελεγον	V-IAI-1S
Zsolt 94:18	G4531	σεσαλευται	V-RPI-3S
Zsolt 94:18	G3588	ο	T-NSM
Zsolt 94:18	G4228	πους	N-NSM
Zsolt 94:18	G1473	μου	P-GS
Zsolt 94:18	G3588	το	T-NSN
Zsolt 94:18	G1656	ελεος	N-NSN
Zsolt 94:18	G4771	σου	P-GS
Zsolt 94:18	G2962	κυριε	N-VSM
Zsolt 94:18	G0997	βοηθει	V-PAI-3S
Zsolt 94:18	G1473	μοι	P-DS
Zsolt 94:19	G2962	κυριε	N-VSM
Zsolt 94:19	G2596	κατα	PREP
Zsolt 94:19	G3588	το	T-ASN
Zsolt 94:19	G4128	πληθος	N-ASN
Zsolt 94:19	G3588	των	T-GPF
Zsolt 94:19	G3601	οδυνων	N-GPF
Zsolt 94:19	G1473	μου	P-GS
Zsolt 94:19	G1722	εν	PREP
Zsolt 94:19	G3588	τη	T-DSF
Zsolt 94:19	G2588	καρδια	N-DSF
Zsolt 94:19	G1473	μου	P-GS
Zsolt 94:19	G3588	αι	T-NPF
Zsolt 94:19	G3874	παρακλησεις	N-NPF
Zsolt 94:19	G4771	σου	P-GS
Zsolt 94:19	G0025	ηγαπησαν	V-AAI-3P
Zsolt 94:19	G3588	την	T-ASF
Zsolt 94:19	G5590	ψυχην	N-ASF
Zsolt 94:19	G1473	μου	P-GS
Zsolt 94:20	G3165	μη	ADV
Zsolt 94:20	G4771	σοι	P-DS
Zsolt 94:20	G2362	θρονος	N-NSM
Zsolt 94:20	G0458	ανομιας	N-GSF
Zsolt 94:20	G3588	ο	T-NSM
Zsolt 94:20	G4111	πλασσων	V-PAPNS
Zsolt 94:20	G2873	κοπον	N-ASM
Zsolt 94:20	G1909	επι	PREP
Zsolt 94:21	G2340	θηρευσουσιν	V-FAI-3P
Zsolt 94:21	G1909	επι	PREP
Zsolt 94:21	G5590	ψυχην	N-ASF
Zsolt 94:21	G1342	δικαιου	A-GSM
Zsolt 94:21	G2532	και	CONJ
Zsolt 94:21	G0129	αιμα	N-ASN
Zsolt 94:21	G0121	αθωον	A-ASN
Zsolt 94:21	G2613	καταδικασονται	V-FMI-3P
Zsolt 94:22	G2532	και	CONJ
Zsolt 94:22	G1096	εγενετο	V-AMI-3S
Zsolt 94:22	G1473	μοι	P-DS
Zsolt 94:22	G2962	κυριος	N-NSM
Zsolt 94:22	G1519	εις	PREP
Zsolt 94:22	G2532	και	CONJ
Zsolt 94:22	G3588	ο	T-NSM
Zsolt 94:22	G2316	θεος	N-NSM
Zsolt 94:22	G1473	μου	P-GS
Zsolt 94:22	G1519	εις	PREP
Zsolt 94:22	G0998	βοηθον	N-ASM
Zsolt 94:22	G1680	ελπιδος	N-GSF
Zsolt 94:22	G1473	μου	P-GS
Zsolt 94:23	G2532	και	CONJ
Zsolt 94:23	G0591	αποδωσει	V-FAI-3S
Zsolt 94:23	G0846	αυτοις	D-DPM
Zsolt 94:23	G3588	την	T-ASF
Zsolt 94:23	G0458	ανομιαν	N-ASF
Zsolt 94:23	G0846	αυτων	D-GPM
Zsolt 94:23	G2532	και	CONJ
Zsolt 94:23	G2596	κατα	PREP
Zsolt 94:23	G3588	την	T-ASF
Zsolt 94:23	G4189	πονηριαν	N-ASF
Zsolt 94:23	G0846	αυτων	D-GPM
Zsolt 94:23	G0846	αυτους	D-APM
Zsolt 94:23	G2962	κυριος	N-NSM
Zsolt 94:23	G3588	ο	T-NSM
Zsolt 94:23	G2316	θεος	N-NSM
Zsolt 94:23	G1473	ημων	P-GP
Zsolt 95:1	G0136	αινος	N-NSM
Zsolt 95:1	G3592	ωδης	N-GSF
Zsolt 95:1	G3588	τω	T-DSM
Zsolt 95:1	G1205	δευτε	ADV
Zsolt 95:1	G3588	τω	T-DSM
Zsolt 95:1	G2962	κυριω	N-DSM
Zsolt 95:1	G0214	αλαλαξωμεν	V-AAS-1P
Zsolt 95:1	G3588	τω	T-DSM
Zsolt 95:1	G2316	θεω	N-DSM
Zsolt 95:1	G3588	τω	T-DSM
Zsolt 95:1	G4990	σωτηρι	N-DSM
Zsolt 95:1	G1473	ημων	P-GP
Zsolt 95:2	G4399	προφθασωμεν	V-AAS-1S
Zsolt 95:2	G3588	το	T-ASN
Zsolt 95:2	G4383	προσωπον	N-ASN
Zsolt 95:2	G0846	αυτου	D-GSM
Zsolt 95:2	G1722	εν	PREP
Zsolt 95:2	G2532	και	CONJ
Zsolt 95:2	G1722	εν	PREP
Zsolt 95:2	G5568	ψαλμοις	N-DPM
Zsolt 95:2	G0214	αλαλαξωμεν	V-AAS-1P
Zsolt 95:2	G0846	αυτω	D-DSM
Zsolt 95:3	G3754	οτι	CONJ
Zsolt 95:3	G2316	θεος	N-NSM
Zsolt 95:3	G3173	μεγας	A-NSM
Zsolt 95:3	G2962	κυριος	N-NSM
Zsolt 95:3	G2532	και	CONJ
Zsolt 95:3	G0935	βασιλευς	N-NSM
Zsolt 95:3	G3173	μεγας	A-NSM
Zsolt 95:3	G1909	επι	PREP
Zsolt 95:3	G3956	παντας	A-APM
Zsolt 95:3	G3588	τους	T-APM
Zsolt 95:3	G2316	θεους	N-APM
Zsolt 95:4	G3754	οτι	CONJ
Zsolt 95:4	G1722	εν	PREP
Zsolt 95:4	G3588	τη	T-DSF
Zsolt 95:4	G5495	χειρι	N-DSF
Zsolt 95:4	G0846	αυτου	D-GSM
Zsolt 95:4	G3588	τα	T-NPN
Zsolt 95:4	G4009	περατα	N-NSN
Zsolt 95:4	G3588	της	T-GSF
Zsolt 95:4	G1065	γης	N-GSF
Zsolt 95:4	G2532	και	CONJ
Zsolt 95:4	G3588	τα	T-NPN
Zsolt 95:4	G5311	υψη	N-NPN
Zsolt 95:4	G3588	των	T-GPM
Zsolt 95:4	G3735	ορεων	N-GPN
Zsolt 95:4	G0846	αυτου	D-GSM
Zsolt 95:4	G1510	εισιν	V-PAI-3P
Zsolt 95:5	G3754	οτι	CONJ
Zsolt 95:5	G0846	αυτου	D-GSM
Zsolt 95:5	G1510	εστιν	V-PAI-3S
Zsolt 95:5	G3588	η	T-NSF
Zsolt 95:5	G2281	θαλασσα	N-NSF
Zsolt 95:5	G2532	και	CONJ
Zsolt 95:5	G0846	αυτος	D-NSM
Zsolt 95:5	G4160	εποιησεν	V-AAI-3S
Zsolt 95:5	G0846	αυτην	D-ASF
Zsolt 95:5	G2532	και	CONJ
Zsolt 95:5	G3588	την	T-ASF
Zsolt 95:5	G3584	ξηραν	A-ASF
Zsolt 95:5	G3588	αι	T-NPF
Zsolt 95:5	G5495	χειρες	N-NPF
Zsolt 95:5	G0846	αυτου	D-GSM
Zsolt 95:5	G4111	επλασαν	V-AAI-3P
Zsolt 95:6	G1205	δευτε	ADV
Zsolt 95:6	G4352	προσκυνησωμεν	V-AAS-1P
Zsolt 95:6	G2532	και	CONJ
Zsolt 95:6	G4363	προσπεσωμεν	V-AAS-1P
Zsolt 95:6	G0846	αυτω	D-DSM
Zsolt 95:6	G2532	και	CONJ
Zsolt 95:6	G2799	κλαυσωμεν	V-AAS-1P
Zsolt 95:6	G1726	εναντιον	PREP
Zsolt 95:6	G2962	κυριου	N-GSM
Zsolt 95:6	G3588	του	T-GSM
Zsolt 95:6	G4160	ποιησαντος	V-AAPGS
Zsolt 95:6	G1473	ημας	P-AP
Zsolt 95:7	G3754	οτι	CONJ
Zsolt 95:7	G0846	αυτος	D-NSM
Zsolt 95:7	G1510	εστιν	V-PAI-3S
Zsolt 95:7	G3588	ο	T-NSM
Zsolt 95:7	G2316	θεος	N-NSM
Zsolt 95:7	G1473	ημων	P-GP
Zsolt 95:7	G2532	και	CONJ
Zsolt 95:7	G1473	ημεις	P-NP
Zsolt 95:7	G2992	λαος	N-NSM
Zsolt 95:7	G3542	νομης	N-GSF
Zsolt 95:7	G0846	αυτου	D-GSM
Zsolt 95:7	G2532	και	CONJ
Zsolt 95:7	G4263	προβατα	N-APN
Zsolt 95:7	G5495	χειρος	N-GSF
Zsolt 95:7	G0846	αυτου	D-GSM
Zsolt 95:7	G4594	σημερον	ADV
Zsolt 95:7	G1437	εαν	CONJ
Zsolt 95:7	G3588	της	T-GSF
Zsolt 95:7	G5456	φωνης	N-GSF
Zsolt 95:7	G0846	αυτου	D-GSM
Zsolt 95:7	G0191	ακουσητε	V-AAS-2P
Zsolt 95:8	G3165	μη	ADV
Zsolt 95:8	G4645	σκληρυνητε	V-AAS-2P
Zsolt 95:8	G3588	τας	T-APF
Zsolt 95:8	G2588	καρδιας	N-APF
Zsolt 95:8	G4771	υμων	P-GP
Zsolt 95:8	G3739	ως	CONJ
Zsolt 95:8	G1722	εν	PREP
Zsolt 95:8	G3588	τω	T-DSM
Zsolt 95:8	G3894	παραπικρασμω	N-DSM
Zsolt 95:8	G2596	κατα	PREP
Zsolt 95:8	G3588	την	T-ASF
Zsolt 95:8	G2250	ημεραν	N-ASF
Zsolt 95:8	G3588	του	T-GSM
Zsolt 95:8	G3986	πειρασμου	N-GSM
Zsolt 95:8	G1722	εν	PREP
Zsolt 95:8	G3588	τη	T-DSF
Zsolt 95:8	G2048	ερημω	N-DSF
Zsolt 95:9	G3739	ου	R-GSM
Zsolt 95:9	G3985	επειρασαν	V-AAI-3P
Zsolt 95:9	G3588	οι	T-NPM
Zsolt 95:9	G3962	πατερες	N-NPM
Zsolt 95:9	G4771	υμων	P-GP
Zsolt 95:9	G1381	εδοκιμασαν	V-AAI-3P
Zsolt 95:9	G2532	και	CONJ
Zsolt 95:9	G3708	ειδοσαν	V-AAI-3P
Zsolt 95:9	G3588	τα	T-APN
Zsolt 95:9	G2041	εργα	N-APN
Zsolt 95:9	G1473	μου	P-GS
Zsolt 95:10	G5062	τεσσαρακοντα	N-NUI
Zsolt 95:10	G2094	ετη	N-APN
Zsolt 95:10	G4360	προσωχθισα	V-AAI-1S
Zsolt 95:10	G3588	τη	T-DSF
Zsolt 95:10	G1074	γενεα	N-DSF
Zsolt 95:10	G1565	εκεινη	D-DSF
Zsolt 95:10	G2532	και	CONJ
Zsolt 95:10	G0104	αει	ADV
Zsolt 95:10	G4105	πλανωνται	V-PMI-3P
Zsolt 95:10	G3588	τη	T-DSF
Zsolt 95:10	G2588	καρδια	N-DSF
Zsolt 95:10	G2532	και	CONJ
Zsolt 95:10	G0846	αυτοι	D-NPM
Zsolt 95:10	G3364	ουκ	ADV
Zsolt 95:10	G1097	εγνωσαν	V-AAI-3P
Zsolt 95:10	G3588	τας	T-APF
Zsolt 95:10	G3598	οδους	N-APF
Zsolt 95:10	G1473	μου	P-GS
Zsolt 95:11	G3739	ως	CONJ
Zsolt 95:11	G1722	εν	PREP
Zsolt 95:11	G3588	τη	T-DSF
Zsolt 95:11	G3709	οργη	N-DSF
Zsolt 95:11	G1473	μου	P-GS
Zsolt 95:11	G1487	ει	CONJ
Zsolt 95:11	G1525	εισελευσονται	V-FMI-3P
Zsolt 95:11	G1519	εις	PREP
Zsolt 95:11	G3588	την	T-ASF
Zsolt 95:11	G2663	καταπαυσιν	N-ASF
Zsolt 95:11	G1473	μου	P-GS
Zsolt 96:1	G3753	οτε	ADV
Zsolt 96:1	G3588	ο	T-NSM
Zsolt 96:1	G3624	οικος	N-NSM
Zsolt 96:1	G3618	ωκοδομειτο	V-IMI-3S
Zsolt 96:1	G3326	μετα	PREP
Zsolt 96:1	G3588	την	T-ASF
Zsolt 96:1	G0161	αιχμαλωσιαν	N-ASF
Zsolt 96:1	G3592	ωδη	N-NSF
Zsolt 96:1	G3588	τω	T-DSM
Zsolt 96:1	G0103	ασατε	V-AAD-2P
Zsolt 96:1	G3588	τω	T-DSM
Zsolt 96:1	G2962	κυριω	N-DSM
Zsolt 96:1	G2537	καινον	A-ASN
Zsolt 96:1	G0103	ασατε	V-AAD-2P
Zsolt 96:1	G3588	τω	T-DSM
Zsolt 96:1	G2962	κυριω	N-DSM
Zsolt 96:1	G3956	πασα	A-NSF
Zsolt 96:1	G3588	η	T-NSF
Zsolt 96:1	G1065	γη	N-NSF
Zsolt 96:2	G0103	ασατε	V-AAD-2P
Zsolt 96:2	G3588	τω	T-DSM
Zsolt 96:2	G2962	κυριω	N-DSM
Zsolt 96:2	G2127	ευλογησατε	V-AAD-2P
Zsolt 96:2	G3588	το	T-ASN
Zsolt 96:2	G3686	ονομα	N-ASN
Zsolt 96:2	G0846	αυτου	D-GSM
Zsolt 96:2	G2097	ευαγγελιζεσθε	V-AMD-2P
Zsolt 96:2	G2250	ημεραν	N-ASF
Zsolt 96:2	G1537	εξ	PREP
Zsolt 96:2	G2250	ημερας	N-GSF
Zsolt 96:2	G3588	το	T-ASN
Zsolt 96:2	G4992	σωτηριον	N-ASN
Zsolt 96:2	G0846	αυτου	D-GSM
Zsolt 96:3	G0312	αναγγειλατε	V-AAD-2P
Zsolt 96:3	G1722	εν	PREP
Zsolt 96:3	G3588	τοις	T-DPN
Zsolt 96:3	G1484	εθνεσιν	N-DPN
Zsolt 96:3	G3588	την	T-ASF
Zsolt 96:3	G1391	δοξαν	N-ASF
Zsolt 96:3	G0846	αυτου	D-GSM
Zsolt 96:3	G1722	εν	PREP
Zsolt 96:3	G3956	πασι	A-DPM
Zsolt 96:3	G3588	τοις	T-DPM
Zsolt 96:3	G2992	λαοις	N-DPM
Zsolt 96:3	G3588	τα	T-APN
Zsolt 96:3	G2297	θαυμασια	A-APN
Zsolt 96:3	G0846	αυτου	D-GSM
Zsolt 96:4	G3754	οτι	CONJ
Zsolt 96:4	G3173	μεγας	A-NSM
Zsolt 96:4	G2962	κυριος	N-NSM
Zsolt 96:4	G2532	και	CONJ
Zsolt 96:4	G4970	σφοδρα	ADV
Zsolt 96:4	G5398	φοβερος	A-NSM
Zsolt 96:4	G1510	εστιν	V-PAI-3S
Zsolt 96:4	G1909	επι	PREP
Zsolt 96:4	G3956	παντας	A-APM
Zsolt 96:4	G3588	τους	T-APM
Zsolt 96:4	G2316	θεους	N-APM
Zsolt 96:5	G3754	οτι	CONJ
Zsolt 96:5	G3956	παντες	A-NPM
Zsolt 96:5	G3588	οι	T-NPM
Zsolt 96:5	G2316	θεοι	N-NPM
Zsolt 96:5	G3588	των	T-GPN
Zsolt 96:5	G1484	εθνων	N-GPN
Zsolt 96:5	G1140	δαιμονια	N-NPN
Zsolt 96:5	G3588	ο	T-NSM
Zsolt 96:5	G1161	δε	PRT
Zsolt 96:5	G2962	κυριος	N-NSM
Zsolt 96:5	G3588	τους	T-APM
Zsolt 96:5	G3772	ουρανους	N-APM
Zsolt 96:5	G4160	εποιησεν	V-AAI-3S
Zsolt 96:6	G2532	και	CONJ
Zsolt 96:6	G1799	ενωπιον	PREP
Zsolt 96:6	G0846	αυτου	D-GSM
Zsolt 96:6	G0042	αγιωσυνη	N-NSF
Zsolt 96:6	G2532	και	CONJ
Zsolt 96:6	G1722	εν	PREP
Zsolt 96:6	G3588	τω	T-DSN
Zsolt 96:6	G0846	αυτου	D-GSM
Zsolt 96:7	G5342	ενεγκατε	V-AAD-2P
Zsolt 96:7	G3588	τω	T-DSM
Zsolt 96:7	G2962	κυριω	N-DSM
Zsolt 96:7	G3588	αι	T-NPF
Zsolt 96:7	G3965	πατριαι	N-NPF
Zsolt 96:7	G3588	των	T-GPN
Zsolt 96:7	G1484	εθνων	N-GPN
Zsolt 96:7	G5342	ενεγκατε	V-AAD-2P
Zsolt 96:7	G3588	τω	T-DSM
Zsolt 96:7	G2962	κυριω	N-DSM
Zsolt 96:7	G1391	δοξαν	N-ASF
Zsolt 96:7	G2532	και	CONJ
Zsolt 96:7	G5092	τιμην	N-ASF
Zsolt 96:8	G5342	ενεγκατε	V-AAD-2P
Zsolt 96:8	G3588	τω	T-DSM
Zsolt 96:8	G2962	κυριω	N-DSM
Zsolt 96:8	G1391	δοξαν	N-ASF
Zsolt 96:8	G3686	ονοματι	N-DSN
Zsolt 96:8	G0846	αυτου	D-GSM
Zsolt 96:8	G0142	αρατε	V-AAD-2P
Zsolt 96:8	G2378	θυσιας	N-APF
Zsolt 96:8	G2532	και	CONJ
Zsolt 96:8	G1531	εισπορευεσθε	V-PMI-2P
Zsolt 96:8	G1519	εις	PREP
Zsolt 96:8	G3588	τας	T-APF
Zsolt 96:8	G0833	αυλας	N-APF
Zsolt 96:8	G0846	αυτου	D-GSM
Zsolt 96:9	G4352	προσκυνησατε	V-AAD-2P
Zsolt 96:9	G3588	τω	T-DSM
Zsolt 96:9	G2962	κυριω	N-DSM
Zsolt 96:9	G1722	εν	PREP
Zsolt 96:9	G0833	αυλη	N-DSF
Zsolt 96:9	G0040	αγια	A-DSF
Zsolt 96:9	G0846	αυτου	D-GSM
Zsolt 96:9	G4531	σαλευθητω	V-APD-3S
Zsolt 96:9	G0575	απο	PREP
Zsolt 96:9	G4383	προσωπου	N-GSN
Zsolt 96:9	G0846	αυτου	D-GSM
Zsolt 96:9	G3956	πασα	A-NSF
Zsolt 96:9	G3588	η	T-NSF
Zsolt 96:9	G1065	γη	N-NSF
Zsolt 96:10	G1722	εν	PREP
Zsolt 96:10	G3588	τοις	T-DPN
Zsolt 96:10	G1484	εθνεσιν	N-DPN
Zsolt 96:10	G3588	ο	T-NSM
Zsolt 96:10	G2962	κυριος	N-NSM
Zsolt 96:10	G0936	εβασιλευσεν	V-AAI-3S
Zsolt 96:10	G2532	και	CONJ
Zsolt 96:10	G1063	γαρ	PRT
Zsolt 96:10	G3588	την	T-ASF
Zsolt 96:10	G3611	οικουμενην	V-PMPAS
Zsolt 96:10	G3748	ητις	RI-NSF
Zsolt 96:10	G3364	ου	ADV
Zsolt 96:10	G4531	σαλευθησεται	V-FPI-3S
Zsolt 96:10	G2919	κρινει	V-FAI-3S
Zsolt 96:10	G2992	λαους	N-APM
Zsolt 96:10	G1722	εν	PREP
Zsolt 96:10	G2118	ευθυτητι	N-DSF
Zsolt 96:11	G2165	ευφραινεσθωσαν	V-PMD-3P
Zsolt 96:11	G3588	οι	T-NPM
Zsolt 96:11	G3772	ουρανοι	N-NPM
Zsolt 96:11	G2532	και	CONJ
Zsolt 96:11	G3588	η	T-NSF
Zsolt 96:11	G1065	γη	N-NSF
Zsolt 96:11	G4531	σαλευθητω	V-APD-3S
Zsolt 96:11	G3588	η	T-NSF
Zsolt 96:11	G2281	θαλασσα	N-NSF
Zsolt 96:11	G2532	και	CONJ
Zsolt 96:11	G3588	το	T-ASN
Zsolt 96:11	G4138	πληρωμα	N-ASN
Zsolt 96:11	G0846	αυτης	D-GSF
