# GENERÁLT: eszkozok/oshl_index_import.py — kézzel nem szerkesztendő.
# forras: openscriptures/HebrewLexicon @ 21c9add13bc727d3a951361778e97e3ff7afd1ce | LexicalIndex.xml sha256=8f7a605c58899d2f44430149c143c00903976e1e91232476677972a69e5bc85f
# licenc: CC BY 4.0 — Open Scriptures Hebrew Bible Project; l. konkordancia/OSHL_lexikalis_index_README.md
strong	strong_eredeti	twot	bdb_id	nyelv	oshl_id	lemma	atiras	szofaj	def_en
H1708	1708	—	d.aj.ac	heber	cqv	דַּבֶּ֫שֶׁת	dabbešet	Np	Dabbesheth
H1709	1709	401a	d.ak.ab	heber	cqx	דָּג	dāg	N	fish
H1710	1710	401b	d.ak.ac	heber	cqz	דָּגָה	dāgâ	N	fish
H1711	1711	401	d.ak.aa	heber	cqy	דָּגָה	dāgâ	V	multiply
H1712	1712	—	d.ak.ag	heber	cra	דָּגוֹן	dāgôn	Np	Dagon
H1713	1713	402	d.al.aa	heber	crc	דָּגַל	dāgal	V	look
H1713	1713	402b	d.al.ac	heber	crd	דָּגַל	dāgal	V	carry
H1714	1714	402a	d.al.ab	heber	crb	דֶּ֫גֶל	degel	N	standard
H1715	1715	403a	d.am.ab	heber	cre	דָּגָן	dāgān	N	corn
H1716	1716	404	d.an.aa	heber	crg	דָּגַר	dāgar	V	gather together as a brood
H1717	1717	405	d.an.ab	heber	crh	דַּד	dad	N	breast
H1718	1718	406	d.ao.aa	heber	cri	דָּדָה	dādâ	V	move slowly
H1719	1719	—	d.ao.ac	heber	crk	דְּדָן	dĕdān	Np	Dedan
H1719	1719	—	t.bb.ac	heber	lsr	רֹדָן	rōdān	Np	Rhodes
H1720	1720	—	d.ao.ae	heber	crl	דְּדָנִי	dĕdānî	Ag	Dedanites
H1721	1721	—	t.bb.ad	heber	lth	רוֹדָנִים	rôdānîm	Np	Dodanim
H1722	1722	2668	xd.ac.ac	arameus	ofg	דְּהַב	dĕhab	N	gold
H1723	1723	—	xd.ac.ad	arameus	ofh	דֵּהָיֵא	dēhāyēʾ	Np	Dehavites
H1724	1724	407	d.ap.aa	heber	crm	דָּהַם	dāham	V	astonish
H1725	1725	408	d.aq.aa	heber	crn	דָּהַר	dāhar	V	rush
H1726	1726	408a	d.aq.ab	heber	cro	דַּהֲרָה	dahărâ	N	rushing
H1727	1727	409	d.ar.aa	heber	crp	דּוּב	dûb	V	pine away
H1728	1728	401d	d.ak.ae	heber	crq	דַּוָּג	dawwāg	N	fisher
H1729	1729	401e	d.ak.af	heber	crr	דּוּגָה	dûgâ	N	fishing
H1730	1730	410a	d.as.ab	heber	crt	דּוֹד	dôd	N	beloved
H1731	1731	410e	d.as.ai	heber	cru	דּוּד	dûd	N	pot
H1732	1732	410c	d.as.ag	heber	crs	דָּוִד	dāwid	Np	David
H1733	1733	410b	d.as.ac	heber	crj	דֹּדָה	dōdâ	N	aunt
H1734	1734	—	d.as.ad	heber	crw	דּוֹדוֹ	dôdô	Np	Dodo
H1735	1735	—	d.as.af	heber	crx	דּוֹדָוָהוּ	dôdāwāhû	Np	Dodavah
H1736	1736	410d	d.as.ah	heber	crz	דּוּדַי	dûday	N	mandrake
H1737	1737	—	d.as.ae	heber	cry	דּוֹדַי	dôday	Np	Dodai
H1738	1738	411	d.at.aa	heber	csb	דָּוָה	dāwâ	V	be ill
H1739	1739	411b	d.at.ac	heber	csa	דָּוֶה	dāweh	A	faint
H1740	1740	412	d.au.aa	heber	csc	דּוּחַ	dûaḥ	V	rinse
H1741	1741	411a	d.at.ab	heber	csd	דְּוַי	dĕway	N	illness
H1742	1742	411d	d.at.ae	heber	cse	דַּוָּי	dawwāy	A	faint
H1743	1743	413	d.av.aa	heber	csf	דּוּךְ	dûk	V	pound
H1744	1744	414	d.av.ac	heber	csg	דּוּכִיפַת	dûkîpat	N	hoopoe
H1745	1745	415a	d.aw.ab	heber	csi	דּוּמָה	dûmâ	N	silence
H1746	1746	—	d.aw.ac	heber	csj	דּוּמָה	dûmâ	Np	Dumah
H1747	1747	415b	d.aw.ad	heber	csk	דּוּמִיָּה	dûmîyâ	N	silence
H1748	1748	415c	d.aw.ae	heber	csl	דּוּמָם	dûmām	N	silence
H1749	1749	444a	d.by.ab	heber	csm	דּוֹנַג	dônag	N	wax
H1750	1750	416	d.ax.aa	heber	csn	דּוּץ	dûṣ	V	spring
H1751	1751	2681	xd.an.aa	arameus	ofi	דּוּק	dûq	V	be shattered
H1752	1752	418	d.az.aa	heber	csr	דּוּר	dûr	V	heap up
H1753	1753	2669	xd.ad.aa	arameus	ofj	דּוּר	dûr	V	dwell
H1754	1754	418a	d.az.ab	heber	csq	דּוּר	dûr	N	circle
H1754	1754	418a	k.ao.ac	heber	fpb	כַּדּוּר	kaddûr	N	ball
H1755	1755	418b	d.az.ac	heber	csp	דּוֹר	dôr	N	period
H1756	1756	—	d.az.ad	heber	cpr	דֹּאר	dōʾr	Np	Dor
H1757	1757	—	xd.ad.af	arameus	ofk	דּוּרָא	dûrāʾ	Np	Dura
H1758	1758	419	d.ba.aa	heber	css	דּוּשׁ	dûš	V	tread
H1759	1759	2670	xd.ae.aa	arameus	ofl	דּוּשׁ	dûš	V	tread down
H1760	1760	420	d.bb.aa	heber	cst	דָּחָה	dāḥâ	V	push
H1760	1760	421	d.bc.aa	heber	csu	דָּחַח	dāḥaḥ	V	they shall be thrust down
H1761	1761	2671	xd.ae.ab	arameus	ofm	דַּחֲוָה	daḥăwâ	N	instr. of music
H1762	1762	420a	d.bb.ab	heber	csv	דְּחִי	dĕḥî	N	stumbling
H1763	1763	2672	xd.af.aa	arameus	ofn	דְּחַל	dĕḥal	V	fear
H1764	1764	422a	d.bd.ab	heber	csw	דֹּ֫חַן	dōḥan	N	millet
H1765	1765	423	d.be.aa	heber	csy	דָּחַף	dāḥap	V	drive
H1766	1766	424	d.bf.aa	heber	csz	דָּחַק	dāḥaq	V	thrust
H1767	1767	425	d.bg.aa	heber	cta	דַּי	day	N	sufficiency
H1768	1768	2673	xd.ag.aa	arameus	ofo	דִּי	dî	T	who
H1769	1769	—	d.bg.ac	heber	ctc	דִּיבֹן	dîbōn	Np	Dibon. (Als
H1770	1770	401c	d.ak.ad	heber	ctd	דִּיג	dîg	V	fish for
H1771	1771	401d	d.ak.ae	heber	cte	דַּיָּג	dayyāg	N	fisher
H1772	1772	394b	d.ad.ac	heber	ctf	דַּיָּה	dayyâ	N	falcon
H1773	1773	411e	d.at.af	heber	ctg	דְּיוֹ	dĕyô	N	ink
H1774	1774	—	d.bg.ab	heber	ctb	דִּי זָהָב	dî zāhāb	Np	Dizahab
H1775	1775	—	d.bg.ac	heber	cth	דִּימוֹן	dîmôn	Np	Dimon
H1776	1776	—	d.bg.ac	heber	cti	דִּימוֹנָה	dîmônâ	Np	Dimonah
H1777	1777	426	d.bh.aa	heber	ctj	דִּין	dîn	V	judge
H1778	1778	2674	xd.ah.aa	arameus	ofp	דִּין	dîn	V	judge
H1779	1779	426a	d.bh.ab	heber	ctk	דִּין	dîn	N	judgment
H1780	1780	2674?	xd.ah.ab	arameus	ofq	דִּין	dîn	N	judgment
H1781	1781	426b	d.bh.af	heber	ctl	דַּיָּן	dayyān	N	judge
H1782	1782	2674a	xd.ah.ac	arameus	ofr	דַּיָּן	dayyān	N	judge
H1783	1783	—	d.bh.ac	heber	ctm	דִּינָה	dînâ	Np	Dinah
H1784	1784	2674b	xd.ah.af	arameus	ofs	דִּינָיֵא	dînāyēʾ	Np	Dinaite
H1785	1785	417a	d.ay.ab	heber	cto	דָּיֵק	dāyēq	N	bulwark
H1786	1786	419a	d.ba.ab	heber	ctp	דַּ֫יִשׁ	dayiš	N	threshing
H1787	1787	—	d.ba.ae	heber	ctr	דִּישֹׁן	dîšōn	Np	Dishon
H1788	1788	419c	d.ba.ad	heber	cts	דִּישֹׁן	dîšōn	N	pygarg
H1789	1789	—	d.ba.af	heber	ctq	דִּישָׁן	dîšān	Np	Dishan
H1790	1790	429a	d.bk.ab	heber	ctt	דַּךְ	dak	A	crushed
H1791	1791	2675	xd.ai.aa	arameus	oft	דֵּךְ	dēk	Pd	this
H1792	1792	427	d.bi.aa	heber	ctw	דָּכָא	dākāʾ	V	crush
H1793	1793	427a	d.bi.ab	heber	ctv	דַּכָּא	dakkāʾ	A	contrite
H1793	1793	427b	d.bi.ac	heber	ctu	דַּכָּא	dakkāʾ	N	dust
H1794	1794	428	d.bj.aa	heber	cty	דָּכָה	dākâ	V	collapse
H1795	1795	429b	d.bk.ac	heber	ctx	דַּכָּה	dakkâ	N	crushing
H1796	1796	428a	d.bj.ab	heber	ctz	דֳּכִי	dŏkî	N	crushing
H1797	1797	2676	xd.ai.ab	arameus	ofu	דִּכֵּן	dikkēn	A	this
H1798	1798	2677a	xd.aj.aa	arameus	ofv	דְּכַר	dĕkar	N	ram
H1799	1799	2677b	xd.aj.ab	arameus	ofx	דִּכְרוֹן	dikrôn	N	memorandum
H1799	1799	2677c	xd.aj.ac	arameus	ofy	דָּכְרָן	dākĕrān	N	register
H1800	1800	433a	d.bo.ab	heber	cub	דַּל	dal	A	low
H1801	1801	430	d.bl.aa	heber	cud	דָּלַג	dālag	V	leap
H1802	1802	431	d.bm.aa	heber	cug	דָּלָה	dālâ	V	draw
H1803	1803	433b	d.bo.ac	heber	cue	דַּלָּה	dallâ	N	hair
H1803	1803	433c	d.bo.ad	heber	cuf	דַּלָּה	dallâ	N	the poor
H1804	1804	432	d.bn.aa	heber	cui	דָּלַח	dālaḥ	V	make turbid
H1805	1805	431c	d.bm.ad	heber	cuj	דְּלִי	dĕlî	N	bucket
H1806	1806	—	d.bm.ag	heber	cuk	דְּלָיָ֫הוּ	dĕlāyāhû	Np	Dalaiah
H1807	1807	—	d.bo.ae	heber	cum	דְּלִילָה	dĕlîlâ	Np	Delilah
H1808	1808	431d	d.bm.ae	heber	cul	דָּלִיּוֹת	dālîyôt	N	branch
H1809	1809	433	d.bo.aa	heber	cun	דָּלַל	dālal	V	hang
H1810	1810	—	d.bo.af	heber	cuo	דִּלְעָן	dilʿān	Np	Dilean
H1811	1811	434	d.bp.aa	heber	cuq	דָּלַף	dālap	V	drop
H1812	1812	434a	d.bp.ab	heber	cup	דֶּ֫לֶף	delep	N	a dropping
H1813	1813	—	d.bp.ac	heber	cur	דַּלְפוֹן	dalpôn	Np	Dalphon
H1814	1814	435	d.bq.aa	heber	cus	דָּלַק	dālaq	V	burn
H1815	1815	2678	xd.ak.aa	arameus	ofz	דְּלַק	dĕlaq	V	burn
H1816	1816	435a	d.bq.ab	heber	cut	דַּלֶּ֫קֶת	dalleqet	N	inflammation
H1817	1817	431a	d.bm.ab	heber	cuc	דָּל	dāl	N	door
H1817	1817	431b	d.bm.ac	heber	cuh	דָּלָה	dālâ	N	door
H1817	1817	431e	d.bm.af	heber	cuu	דֶּ֫לֶת	delet	N	door
H1818	1818	436	d.br.aa	heber	cuv	דָּם	dām	N	blood
H1819	1819	437	d.bs.aa	heber	cux	דָּמָה	dāmâ	V	be like
H1820	1820	438	d.bt.aa	heber	cuw	דָּמָה	dāmâ	V	cease
H1821	1821	2679	xd.al.aa	arameus	oga	דְּמָה	dĕmâ	V	be like
H1822	1822	439b	d.bu.ac	heber	cuy	דֻּמָּה	dummâ	N	one silenced
H1823	1823	437a	d.bs.ab	heber	cuz	דְּמוּת	dĕmût	N	likeness
H1824	1824	438a	d.bt.ab	heber	cva	דֳּמִי	dŏmî	N	cessation
H1825	1825	437b	d.bs.ac	heber	cvb	דִּמְיֹן	dimyōn	N	likeness
H1826	1826	439	d.bu.aa	heber	cvd	דָּמַם	dāmam	V	be dumb
H1826	1826	440	d.bv.aa	heber	cvc	דָּמַם	dāmam	V	wail
H1827	1827	439a	d.bu.ab	heber	cve	דְּמָמָה	dĕmāmâ	N	whisper
H1828	1828	441a	d.bw.ab	heber	cvf	דֹּ֫מֶן	dōmen	N	dung
H1829	1829	—	d.bw.ac	heber	cvh	דִּמְנָה	dimnâ	Np	Dimnah
H1830	1830	442	d.bx.aa	heber	cvj	דָּמַע	dāmaʿ	V	weep
H1831	1831	442a	d.bx.ab	heber	cvi	דֶּ֫מַע	demaʿ	N	juice
H1832	1832	442b	d.bx.ac	heber	cvk	דִּמְעָה	dimʿâ	N	tears
H1833	1833	443	d.bx.ae	heber	cvl	דְּמֶשֶׁק	dĕmešeq	N	damask
H1834	1834	—	d.bx.ad	heber	cvm	דַּמֶּ֫שֶׂק	dammeśeq	Np	Damascus
H1835	1835	—	d.bh.ad	heber	cvn	דָּן	dān	Np	Daniel
H1836	1836	2680	xd.am.aa	arameus	ogb	דְּנָה	dĕnâ	Pd	this
H1837	1837	—	d.by.ac	heber	cvr	דַּנָּה	dannâ	Np	Dannah
H1838	1838	—	d.by.ad	heber	cvs	דִּנְהָ֑בָה	dinhābâ	Np	Dinhaban
H1839	1839	—	d.bh.ae	heber	cvt	דָּנִי	dānî	Ag	Danite
H1840	1840	—	d.bh.ag	heber	cvp	דָּנִאֵל	dāniʾēl	Np	Daniel
H1841	1841	—	xd.ah.ae	arameus	ogc	דָּנִיֵּאל	dānîyēʾl	Np	Daniel
H1842	1842	—	d.bh.ad	heber	cvo	דָּן יַעַן	dān yaʿan	Np	Dan-jaan
H1843	1843	848a	j.au.ac	heber	cvu	דֵּעַ	dēaʿ	N	knowledge
H1844	1844	848b	j.au.ad	heber	cvv	דֵּעָה	dēʿâ	N	knowledge
H1845	1845	—	j.au.ai	heber	cvw	דְּעוּאֵל	dĕʿûʾēl	Np	Deuel
H1846	1846	445	d.bz.aa	heber	cvx	דָּעַךְ	dāʿak	V	go out
H1847	1847	848c	j.au.ae	heber	cvy	דַּ֫עַת	daʿat	N	knowledge
H1848	1848	446a	d.ca.ab	heber	cwa	דֳּפִי	dŏpî	N	blemish
H1849	1849	447	d.cb.aa	heber	cwb	דָּפַק	dāpaq	V	beat
H1850	1850	—	d.cb.ab	heber	cwc	דׇּפְקָה	dopqâ	Np	Dophkah
H1851	1851	448a	d.cd.ab	heber	cwd	דַּק	daq	A	thin
H1852	1852	448b	d.cd.ac	heber	cwe	דֹּק	dōq	N	veil
H1853	1853	—	d.cc.ab	heber	cwg	דִּקְלָה	diqlâ	Np	Diklah
H1854	1854	448	d.cd.aa	heber	cwh	דָּקַק	dāqaq	V	crush
H1855	1855	2681	xd.an.aa	arameus	ogd	דְּקַק	dĕqaq	V	be shattered
H1856	1856	449	d.ce.aa	heber	cwj	דָּקַר	dāqar	V	pierce
H1857	1857	—	d.ce.ab	heber	cwi	דֶּ֫קֶר	deqer	Np	Dekar
H1858	1858	454a	d.cl.ab	heber	cwk	דַּר	dar	N	pearl
H1859	1859	2669a	xd.ad.ab	arameus	oge	דָּר	dār	N	generation
H1860	1860	450a	d.cf.ab	heber	cwm	דֵּרָאוֹן	dērāʾôn	N	aversion
H1861	1861	451a	d.cg.ab	heber	cwo	דׇּרְבוֹן	dorbôn	N	goad
H1861	1861	451b	d.cg.ac	heber	cwp	דָּֽרְבֹנָה	dārĕbōnâ	N	goad
H1862	1862	—	d.ch.ac	heber	cwr	דַּרְדַּע	dardaʿ	Np	Darda
H1863	1863	454e	d.cl.af	heber	cws	דַּרְדַּר	dardar	N	thistles
H1864	1864	454d	d.cl.ae	heber	cwt	דָּרוֹם	dārôm	N	south
H1865	1865	454b	d.cl.ac	heber	cwv	דְּרוֹר	dĕrôr	N	a flowing
H1866	1866	454c	d.cl.ad	heber	cwu	דְּרוֹר	dĕrôr	N	swallow
H1867	1867	—	d.ch.af	heber	cww	דָּֽרְיָ֫וֶשׁ	dārĕyāweš	Np	Darius
H1868	1868	—	xd.an.ac	arameus	ogf	דָּֽרְיָ֫וֶשׁ	dārĕyāweš	Np	Darius
H1869	1869	453	d.ci.aa	heber	cwy	דָּרַךְ	dārak	V	tread
H1870	1870	453a	d.ci.ab	heber	cwx	דֶּ֫רֶךְ	derek	N	way
H1871	1871	453c	d.ci.ad	heber	cwz	דַּרְכְּמוֹן	darkĕmôn	N	drachma
H1872	1872	2682a	xd.ao.ab	arameus	ogg	דְּרַע	dĕraʿ	N	arm
H1873	1873	—	d.ch.ac	heber	cxa	דָּרַע	dāraʿ	Np	Dara
H1874	1874	—	d.ck.ab	heber	cxd	דַּרְקוֹן	darqôn	Np	Darkon
H1875	1875	455	d.cm.aa	heber	cxf	דָּרַשׁ	dāraš	V	resort to
H1876	1876	456	d.cn.aa	heber	cxh	דָּשָׁא	dāšāʾ	V	sprout
H1877	1877	456a	d.cn.ab	heber	cxg	דֶּ֫שֶׁא	dešeʾ	N	grass
H1878	1878	457	d.co.aa	heber	cxj	דָּשֵׁן	dāšēn	V	be fat
H1879	1879	457b	d.co.ac	heber	cxk	דָּשֵׁן	dāšēn	A	fat
H1880	1880	457a	d.co.ab	heber	cxi	דֶּ֫שֶׁן	dešen	N	fatness
H1881	1881	458	d.co.ad	heber	cxl	דָּת	dāt	N	decree
H1882	1882	2683	xd.ao.ad	arameus	ogi	דָּת	dāt	N	decree
H1883	1883	2684	xd.ao.ae	arameus	ogj	דֶּ֫תֶא	deteʾ	N	grass
H1884	1884	2685	xd.ao.af	arameus	ogk	דְּתָבָר	dĕtābār	N	judge
H1885	1885	—	d.co.ae	heber	cxm	דָּתָן	dātān	Np	Dathan
H1886	1886	—	d.co.af	heber	cxn	דֹּתָן	dōtān	Np	Dothan
H1887	1887	461	e.ad.aa	heber	cxr	הֵא	hēʾ	Tj	lo
H1888	1888	2687	xe.ab.aa	arameus	ogn	הָא	hāʾ	Tm	lo!
H1888	1888	2688	xe.ac.aa	arameus	ogm	הֵא	hēʾ	Tm	behold like
H1889	1889	462	e.ae.aa	heber	cxs	הֶאָח	heʾāḥ	Tj	Aha!
H1890	1890	849b	j.av.ac	heber	cxt	הַבְהָב	habhāb	N	gift
H1891	1891	463	e.af.ab	heber	cxw	הָבַל	hābal	V	act emptily
H1892	1892	463a	e.af.aa	heber	cxu	הֶ֫בֶל	hebel	N	vapour
H1893	1893	—	e.ag.aa	heber	cxv	הֶ֫בֶל	hebel	Np	Abel
H1894	1894	464	e.ag.ab	heber	cxx	הָבְנִי	hābĕnî	N	ebony
H1895	1895	465	e.ah.aa	heber	cxy	הָבַר	hābar	V	divide
H1896	1896	—	e.ah.ab	heber	cxz	הֵגֵא	hēgēʾ	Np	Hegai
H1897	1897	467	e.aj.aa	heber	cyd	הָגָה	hāgâ	V	moan
H1898	1898	468	e.ak.aa	heber	cye	הָגָה	hāgâ	V	remove
H1899	1899	467a	e.aj.ab	heber	cyc	הֶ֫גֶה	hegeh	N	a rumbling
H1900	1900	467b	e.aj.ac	heber	cyf	הָגוּת	hāgût	N	meditation
H1901	1901	466a	e.ai.ab	heber	cyg	הָגִיג	hāgîg	N	murmuring
H1902	1902	467c	e.aj.ad	heber	cyh	הִגָּיוֹן	higgāyôn	N	resounding music
H1903	1903	469a	e.al.ab	heber	cyi	הָגִין	hāgîn	A	appropriate
H1904	1904	470a	e.am.ab	heber	cyk	הָגָר	hāgār	Np	Hagar
H1905	1905	—	e.am.ac	heber	cym	הַגְרִי	hagrî	Np	Hagarene
H1906	1906	471b	e.an.ac	heber	cyn	הֵד	hēd	N	joyous
H1907	1907	2689	xe.ac.ab	arameus	ogo	הַדָּבָר	haddābār	N	counsellor
H1908	1908	471c	e.an.ad	heber	cyo	הֲדַד	hădad	Np	Hadad
H1909	1909	—	e.an.ae	heber	cyq	הֲדַדְעֶ֫זֶר	hădadʿezer	Np	Hadadezer. Compare
H1910	1910	—	e.an.af	heber	cys	הֲדַדְרִמּוֹן	hădadrimmôn	Np	Hadad-rimmon
H1911	1911	472	e.ao.aa	heber	cyt	הָדָה	hādâ	V	stretch out
H1912	1912	—	e.ao.ad	heber	cyu	הֹ֫דּוּ	hōddû	Np	India
H1913	1913	—	e.ao.ae	heber	cyv	הֲדוֹרָם	hădôrām	Np	Hadoram
H1913	1913	—	e.as.af	heber	czi	הֲדֹרָם	hădōrām	Np	Hadoram
H1914	1914	—	e.ao.af	heber	cyw	הִדַּי	hidday	Np	Hiddai
H1915	1915	473	e.ap.aa	heber	cyx	הָדַךְ	hādak	V	cast down
H1916	1916	474	e.aq.ab	heber	cyy	הֲדֹם	hădōm	N	stool
H1917	1917	2690	xe.ac.ac	arameus	ogp	הַדָּם	haddām	N	member
H1918	1918	475	e.aq.ac	heber	cza	הֲדַס	hădas	N	myrtle
H1919	1919	—	e.aq.ad	heber	czb	הֲדַסָּה	hădassâ	Np	Hadassah
H1920	1920	476	e.ar.aa	heber	czc	הָדַף	hādap	V	thrust
H1921	1921	477	e.as.aa	heber	czf	הָדַר	hādar	V	swell
H1922	1922	2691	xe.ad.aa	arameus	ogr	הֲדַר	hădar	V	glorify
H1923	1923	2691a	xe.ad.ab	arameus	ogq	הֲדַר	hădar	N	honour
H1924	1924	—	e.as.ae	heber	czd	הֲדַר	hădar	Np	Hadar
H1925	1925	477a	e.as.ab	heber	cze	הֶ֫דֶר	heder	N	ornament
H1926	1926	477b	e.as.ac	heber	czg	הָדָר	hādār	N	ornament
H1927	1927	477c	e.as.ad	heber	czh	הֲדָרָה	hădārâ	N	adornment
H1928	1928	—	e.an.ae	heber	cyr	הֲדַדְעֶ֫זֶר	hădadʿezer	Np	Hadarezer
H1929	1929	478	e.at.aa	heber	czj	הָהּ	hāh	Tj	alas!
H1930	1930	479	e.au.aa	heber	czk	הוֹ	hô	Tj	Ah!
H1931	1931	480	e.aw.aa	heber	czn	הוּא	hûʾ	Pp	he
H1932	1932	2693	xe.af.aa	arameus	ogt	הוּא	hûʾ	Pp	he
H1933	1933	481	e.ax.aa	heber	czm	הָוָא	hāwāʾ	V	fall
H1933	1933	484	e.az.aa	heber	czx	הָוָה	hāwâ	V	become
H1934	1934	2692	xe.ae.aa	arameus	ogs	הֲוָא	hăwāʾ	V	come to pass
H1935	1935	482a	e.ay.ab	heber	czo	הוֹד	hôd	N	splendour
H1936	1936	—	e.ay.ac	heber	czp	הוֹד	hôd	Np	Hod
H1937	1937	—	e.ay.ad	heber	czs	הוֹדְיָה	hôdĕyâ	Np	Hodevah
H1938	1938	—	j.at.ab	heber	czr	הוֹדַוְיָה	hôdawyâ	Np	Hodaviah
H1939	1939	—	j.at.ab	heber	czv	הוֹדַיְוָהוּ	hôdaywāhû	Np	Hodaiah
H1940	1940	—	e.ay.ae	heber	czu	הוֹדִיָּה	hôdîyâ	Np	Hodiah
H1941	1941	—	e.ay.ae	heber	czt	הוֹדִיָּה	hôdîyâ	Np	Hodijah
H1942	1942	483a	e.az.ab	heber	czw	הַוָּה	hawwâ	N	desire
H1943	1943	483c	e.az.ad	heber	czy	הֹוָה	hōwâ	N	ruin
H1944	1944	—	e.az.cb	heber	czz	הוֹהָם	hôhām	Np	Hoham
H1945	1945	485	e.ba.aa	heber	daa	הוֹי	hôy	Tj	Ah
H1946	1946	2695	xe.ag.aa	arameus	ogu	הוּךְ	hûk	V	go
H1947	1947	501a	e.bp.ad	heber	dab	הוֹלֵלָה	hôlēlâ	N	madness
H1948	1948	501b	e.bp.ae	heber	dac	הוֹלֵלוּת	hôlēlût	N	folly
H1949	1949	486	e.bb.aa	heber	dad	הוּם	hûm	V	murmur
H1950	1950	—	e.bv.ab	heber	dae	הוֹמָ֑ם	hômām	Np	Homam. Compare
H1951	1951	487	e.bc.aa	heber	dag	הוּן	hûn	V	be easy
H1952	1952	487a	e.bc.ab	heber	daf	הוֹן	hôn	N	wealth
H1953	1953	—	e.az.ba	heber	ewq	יְהוֹשָׁמָע	yĕhôšāmāʿ	Np	Hoshama
H1954	1954	—	j.dy.ak	heber	dah	הוֹשֵׁעַ	hôšēaʿ	Np	Hosea
H1955	1955	—	j.dy.al	heber	dai	הוֹשַׁעֲיָה	hôšaʿăyâ	Np	Hoshaiah
H1956	1956	—	j.ef.an	heber	dak	הוֹתִיר	hôtîr	Np	Hothir
H1957	1957	489	e.be.aa	heber	dal	הָזָה	hāzâ	V	dream
H1958	1958	490	e.be.ab	heber	dam	הִי	hî	N	lamentation
H1959	1959	471a	e.an.ab	heber	dan	הֵידָד	hêdād	N	shout
H1960	1960	847a	j.at.ac	heber	dao	הֻיְּדוֹת	huyyĕdôt	N	songs of praise
H1961	1961	491	e.bf.aa	heber	daq	הָיָה	hāyâ	V	fall out
H1962	1962	483b	e.az.ac	heber	dap	הַיָּה	hayyâ	N	destruction
H1963	1963	492	e.bg.aa	heber	dar	הֵיךְ	hêk	D	how?
H1964	1964	493	e.bh.aa	heber	das	הֵיכָל	hêkāl	N	palace
H1965	1965	2694	xe.af.ab	arameus	ogv	הֵיכַל	hêkal	N	palace
H1966	1966	499a	e.bo.ab	heber	dat	הֵילֵל	hêlēl	N	shining one
H1967	1967	—	e.bv.ab	heber	dau	הֵימָם	hêmām	Np	Hemam
H1968	1968	—	a.dy.as	heber	dav	הֵימָן	hêmān	Np	Heman
H1969	1969	494	e.bh.af	heber	daw	הִין	hîn	N	hin
H1970	1970	495	e.bi.aa	heber	dax	הָכַר	hākar	V	ye cause me to wonder
H1971	1971	1368e	n.dn.ab	heber	day	הַכָּרָה	hakkārâ	N	look
H1972	1972	496	e.bj.ab	heber	daz	הָלָא	hālāʾ	V	removed far off
H1973	1973	496a	e.bj.aa	heber	dba	הָֽ֫לְאָה	hālĕʾâ	D	out there
H1974	1974	500a	e.bp.ac	heber	dbb	הִלּוּל	hillûl	N	rejoicing
H1975	1975	497	e.bk.aa	heber	dbc	הַלָּז	hallāz	Pd	this
H1976	1976	497	e.bl.aa	heber	dbd	הַלָּזֶה	hallāzeh	Pd	this
H1977	1977	497	e.bm.aa	heber	dbe	הַלֵּ֫זוּ	hallēzû	Pd	that
H1978	1978	498b	e.bn.ac	heber	dbf	הָלִיךְ	hālîk	N	step
H1979	1979	498c	e.bn.ad	heber	dbg	הֲלִיכָה	hălîkâ	N	a going
H1980	1980	498	e.bn.aa	heber	dbi	הָלַךְ	hālak	V	go
H1981	1981	2695	xe.ag.aa	arameus	ogw	הֲלַךְ	hălak	V	go
H1982	1982	498a	e.bn.ab	heber	dbh	הֵ֫לֶךְ	hēlek	N	traveller
H1983	1983	2695a	xe.ag.ab	arameus	ogx	הֲלָךְ	hălāk	N	toll
H1984	1984	499	e.bo.aa	heber	dbk	הָלַל	hālal	V	shine
H1984	1984	500	e.bp.aa	heber	dbm	הָלַל	hālal	V	be boastful
H1984	1984	501	e.bp.aa	heber	dbl	הָלַל	hālal	V	be boastful
H1985	1985	—	e.bp.ab	heber	dbj	הִלֵּל	hillēl	Np	Hillel
H1986	1986	502	e.bq.aa	heber	dbp	הָלַם	hālam	V	strike
H1987	1987	—	e.bq.ab	heber	dbo	הֶ֫לֶם	helem	Np	Helem
H1988	1988	503	e.br.aa	heber	dbn	הֲלֹם	hălōm	D	hither
H1989	1989	502a	e.bq.ac	heber	dbq	הַלְמוּת	halmût	N	hammer
H1990	1990	—	e.br.ab	heber	dbs	הָ֑ם	hām	Np	Ham
H1991	1991	—	e.br.ac	heber	dbr	הֵם	hēm	N	of their moaning
H1992	1992	504	e.bs.aa	heber	dbu	הֵ֫מָּה	hēmmâ	Pp	they
H1993	1993	505	e.bt.aa	heber	dbv	הָמָה	hāmâ	V	murmur
H1994	1994	2696	xe.ah.aa	arameus	ogy	הִמּוֹ	himmô	Pp	they
H1995	1995	505a	e.bt.ab	heber	dbw	הָמוֹן	hāmôn	N	sound
H1995	1995	—	e.bv.ac	heber	dcd	הָמַן	hāman	V	rage
H1996	1996	—	e.bt.ab	heber	dbx	הֲמוֹן גּוֹג	hămôn gôg	Np	Hamon-gog
H1997	1997	—	e.bt.ad	heber	dby	הֲמוֹנָהֿ	hămônâ	Np	Hamonah
