# GENERÁLT: eszkozok/ubs_dntg_import.py — kézzel nem szerkesztendő.
# forras: ubsicap/ubs-open-license @ 3a6edd8212df2e1189037ad39687726990c80d56 | UBSGreekNTDic-v1.1-en.JSON sha256=d84bb9077a43fa4a4f7e571fe2ffa460fa655d7b78439b366281ce527fd56893
# licenc: CC BY-SA 4.0 — © United Bible Societies; forrásmegjelölés: konkordancia/SDBH_SDGNT_README.md
strong	strong_kod	lemma	main_id	lexid	entry_kod	domen_kod	domen	definicio_rovid	definicio_hosszu	glosszak	megjegyzes
G4351	G4351	προσκυλίω	004255000000000	004255001001000	15.249	015035	Roll	to cause something to roll up to or against	—	to roll up to; to roll against	In some languages it may be necessary to distinguish in verbs for ‘roll’ whether the object in question is ball-shaped or disc-shaped. The stone at the tomb is more likely to have been disc-shaped.
G4352	G4352	προσκυνέω	004256000000000	004256001001000	53.56	053007	Worship, Reverence	to express by attitude and possibly by position one’s allegiance to and regard for deity{N:001}	—	to prostrate oneself in worship; to bow down and worship; to worship	—
G4352	G4352	προσκυνέω	004256000000000	004256001002000	17.21	017005	Prostrate as an Act of Reverence or Supplication	to prostrate oneself before someone as an act of reverence, fear, or supplication{N:002}	—	to prostrate oneself before	προσκυνέω[b] is semantically very complex in that it indicates not only a body position but also an attitude and activity of reverence or honor. In many contexts it is not necessary to specify both semantic elements, but one or the other may be selected depending upon what seems to be the focus of attention. For example, in {S:04101501900028} one may either translate ‘they knelt before him and worshiped him in a mocking way’ or ‘they knelt before him and prostrated themselves before him.’
G4353	G4353	προσκυνητής	004257000000000	004257001001000	53.57	053007	Worship, Reverence	(derivative of {L:προσκυνέω<SDBG:προσκυνέω:000000>}[a] ‘to worship,’ {D:53.56}) one who worships	—	worshiper	—
G4354	G4354	προσλαλέω	004258000000000	004258001001000	33.71	033006	Speak, Talk	—	—	to speak to; to address	—
G4355	G4355	προσλαμβάνω	004259000000000	004259001001000	18.2	018001	Grasp, Hold	to take hold of or grasp, with focus upon the goal of the motion	—	to take hold of; to grasp	In a number of languages quite different terms must be employed if one is to take someone by the hand in order to lead him or take someone by the hand in order to rescue him. The difference implied in the presumed force or strength required frequently results in quite different words being used.|The phrase προσλαμβάνομαι τροφῆς ({S:04402703600014}) may be interpreted as an idiom meaning ‘to eat’ (see footnote at {L:μετέχω<SDBG:μετέχω:000001>} {D:23.2}).
G4355	G4355	προσλαμβάνω	004259000000000	004259001002000	15.167	015023	Lead, Bring, Take	to take or bring along in addition to oneself	—	to bring along; to take along	It is also possible to interpret προσλαμβάνομαι in {S:04401700500012} as meaning ‘to gather together’ (see {D:15.127}).
G4355	G4355	προσλαμβάνω	004259000000000	004259001003000	15.180	015023	Lead, Bring, Take	to take or lead off to oneself	—	to lead aside; to take aside	—
G4355	G4355	προσλαμβάνω	004259000000000	004259001004000	15.127	015013	Gather, Cause To Come Together	gather together to oneself a group of persons	—	to gather together; to form a group	It is also possible that προσλαμβάνομαι in {S:04401700500012} means ‘to take along in addition to oneself’ (see {D:15.167}).
G4355	G4355	προσλαμβάνω	004259000000000	004259001005000	34.53	034007	Welcome, Receive	to accept the presence of a person with friendliness{N:001}	—	to welcome; to receive; to accept; to have as a guest	—
G4356	G4356	πρόσλημψις	004261000000000	004261001001000	34.34	034003	Belong To, Be Included in the Membership of, Be Excluded From	the acceptance of someone into an association	—	acceptance	In rendering this expression in {S:04501101500020} it may be necessary to indicate clearly the participants involved. For example, one may translate ‘what will happen when God accepts them? It will be the same as having risen from the dead’ or ‘… will be the resurrection of the dead.’
G4357	G4357	προσμένω	004262000000000	004262001001000	85.59	085003	Remain, Stay	to stay or remain in a place beyond some point of time	—	to stay on; to remain	—
G4357	G4357	προσμένω	004262000000000	004262001002000	68.11	068002	Continue	to continue in an activity or state	—	to continue; to remain in; to keep on	It is possible that προσμένω[b] differs from ἐπιμένω[b] in focusing upon the continuity or extent of time involved.
G4358	G4358	προσορμίζω	004263000000000	004263001001000	54.20	054	Maritime Activities	to moor a ship in a safe place, either by anchor or possibly by drawing up on a beach	—	to moor; to anchor; to tie up	—
G4359	G4359	προσοφείλω	004264000000000	004264001001000	57.220	057018	Owe, Debt, Cancel	to owe something to someone in return, implying a reciprocal relationship	—	to owe in return; to likewise owe	—
G4360	G4360	προσοχθίζω	004265000000000	004265001001000	88.172	088024	Anger, Be Indignant With	to feel strong irritation because of what someone has done	—	to be provoked; to be angry	—
G4361	G4361	πρόσπεινος	004266000000000	004266001001000	23.30	023001	Eat, Drink	pertaining to a state of hunger	—	hungry	—
G4362	G4362	προσπήγνυμι	004267000000000	004267001001000	20.76	020004	Kill	to execute someone by nailing that person to a cross	—	to crucify	—
G4363	G4363	προσπίπτω	004268000000000	004268001001000	17.22	017005	Prostrate as an Act of Reverence or Supplication	to prostrate oneself before someone, implying supplication{N:001}	—	to prostrate oneself before; to fall down before	A strictly literal translation of προσπίπτω[a] or πίπτω[c], namely, ‘to fall down before,’ can be entirely misleading in that it may suggest an accident caused by stumbling or tripping. It may therefore be necessary in a number of languages to translate ‘to bow down low before’ or ‘to bow down to the ground before.’
G4363	G4363	προσπίπτω	004268000000000	004268001002000	19.11	019001	Hit, Strike	to strike against some object	—	to strike against; to hit against	—
G4364	G4364	προσποιέω	004269000000000	004269001001000	41.49	041004	Imitate Behavior	to imitate a particular type of behavior as a means of indicating a presumed intent	—	to pretend; to give the impression that; to act as though	—
G4365	G4365	προσπορεύομαι	004270000000000	004270001001000	15.77	015005	Come Near, Approach	to move toward a reference point, with a possible implication in certain contexts of a reciprocal relationship between the person approaching and the one who is approached	—	to move toward; to approach; to come near to	—
G4366	G4366	προσρήσσω	004271000000000	004271001001000	19.6	019001	Hit, Strike	to strike suddenly and with force	—	to strike against; to burst against	It is also possible to understand προσρήγνυμι in {S:04200604800038} as meaning ‘to overflow the stream bed,’ but in view of the occurrence of τῇ οἰκίᾳ ἐκείνῃ, the meaning of ‘strike against’ seems more justified.
G4367	G4367	προστάσσω	004272000000000	004272001001000	33.325	033032	Command, Order	to give detailed instructions as to what must be done{N:001}	—	to order; to instruct; to tell; to command	—
G4367	G4367	προστάσσω	004272000000000	004272001002000	62.9	062002	Organize [of events and states]	to arrange in a prescribed manner	—	to prescribe; to arrange for	In some languages it may be important to recast to some extent the rendering of the second part of {S:04401702600030} so as to combine both place and time, for example, ‘he set limits to the time and determined the places they would dwell.’
G4368	G4368	προστάτις	004273000000000	004273001001000	35.13	035001	Help	(derivative of {L:προΐστημι<SDBG:προΐστημι:000001>}[b] ‘to be active in helping,’ {D:35.12}) a woman who is active in helping	—	helper; patroness (in the sense of one engaged in supporting an individual or endeavor)	—
G4369	G4369	προστίθημι	004274000000000	004274001001000	59.72	059008	Add, Subtract	to add something to an existing quantity	—	to add	In a number of languages it is not at all difficult to speak of ‘adding things,’ but to add events may provide some special difficulties in restructuring. For example, in {S:04200302000002} it may be important to translate as ‘he had done many other bad things, but he also did this,’ and in {S:04800200600048} it may be helpful to translate ‘for those who were of repute did not say that I should do anything more than I was doing.’
G4369	G4369	προστίθημι	004274000000000	004274001002000	57.78	057008	Give	to place something at the disposal of someone else	—	to give; to provide; to grant	—
G4369	G4369	προστίθημι	004274000000000	004274001003000	52.7	052	Funerals and Burial	(a Semitic idiom, literally: to place with his fathers) to carry out a burial procedure	—	to bury	—
G4369	G4369	προστίθημι	004274000000000	004274001004000	68.13	068002	Continue	to continue, with focus upon the next element	—	to continue; to proceed to	—
G4369	G4369	προστίθημι	004274000000000	004274001005000	89.89	089015	Sequential Addition	to mark an immediately following event	—	to proceed to	—
G4370	G4370	προστρέχω	004275000000000	004275001001000	15.234	015030	Run	to run into the presence of someone	—	to run up to; to run into the presence of	—
G4371	G4371	προσφάγιον	004276000000000	004276001001000	5.17	005001	Food	the flesh of fish as food{N:001}	—	fish	In literature outside the NT, προσφάγιον normally refers to some type of relish eaten with bread, but in {S:04302100500018} (the only occurrence in the NT) the reference is to the flesh of fish.
G4372	G4372	πρόσφατος	004277000000000	004277001001000	58.73	058011	New, Old [primarily non-temporal]	pertaining to what is new and recent, in the sense of not previously existing	—	new; recent; new and different	—
G4373	G4373	προσφάτως	004278000000000	004278001001000	67.23	067002	A Point of Time with Reference to Other Points of Time: Before, Long Ago, Now, At the Same Time, When, About, After	pertaining to a point of time preceding another point of time, but with a relatively short interval	—	recently	For languages which do not have an adverb meaning ‘recently,’ one can always introduce an equivalent approximate statement in {S:04401800200020}, for example, ‘he met a Jew who only a few days before had come from Italy.’ One cannot be certain as to the interval of time, but a phrase such as ‘a few days before’ can be a satisfactory equivalent.
G4374	G4374	προσφέρω	004279000000000	004279001001000	15.192	015024	Carry, Bear	to carry or bring something into the presence of someone, usually implying a transfer of something to that person	—	to carry to; to bring (to)	—
G4374	G4374	προσφέρω	004279000000000	004279001002000	15.172	015023	Lead, Bring, Take	to bring or lead into the presence of someone	—	to lead before; to bring into the presence of; to bring to	—
G4374	G4374	προσφέρω	004279000000000	004279001003000	57.80	057008	Give	to present something to someone, often involving actual physical transport of the object in question	—	to bring to; to present to	—
G4374	G4374	προσφέρω	004279000000000	004279001004000	41.7	041001	Behavior, Conduct	to behave or act in a particular way with respect to someone	—	to behave toward; to deal with; to do to; to act	—
G4375	G4375	προσφιλής	004280000000000	004280001001000	25.97	025008	Acceptable To, To Be Pleased With	pertaining to that which causes people to be pleased with something	—	pleasing; lovely	—
G4376	G4376	προσφορά	004281000000000	004281001001000	53.16	053002	Offering, Sacrifice	that which is offered to God in religious activity	—	offering; sacrifice	—
G4377	G4377	προσφωνέω	004282000000000	004282001001000	33.27	033004	Language Levels	to address an audience, with possible emphasis upon loudness	—	to address; to speak out to	—
G4377	G4377	προσφωνέω	004282000000000	004282001002000	33.79	033006	Speak, Talk	to call out, with the probable implication of seeking some response	—	to call out to	—
G4377	G4377	προσφωνέω	004282000000000	004282001003000	33.308	033029	Call	to call to, with a possible implication of a reciprocal relation	—	to call; to call to	—
G4378	G4378	πρόσχυσις	004283000000000	004283001001000	47.7	047001	Movement of Liquids or Masses	the act of pouring something on or against something	—	pouring (or possibly sprinkling)	Since in most contexts this act of πρόσχυσις τοῦ αἵματος is spoken of as ‘sprinkling,’ it may be preferable to employ ‘sprinkling’ in {S:05801102800014}, since πρόσχυσις may have acquired a generic sense which would include the specific act of sprinkling. See also {D:47.16}.
G4379	G4379	προσψαύω	004284000000000	004284001001000	24.75	024005	Touch, Feel	to touch something lightly, normally with the finger or hand	—	to touch	For another interpretation of προσψαύω in {S:04201104600044}, see {D:18.11}. Note that προσψαύω[a] differs in meaning from {L:προσψαύω<SDBG:προσψαύω:000001>}[b] ‘to touch’ ({D:18.11}) in that it is understood in a hyperbolic sense of ‘to merely touch,’ while {L:προσψαύω<SDBG:προσψαύω:000001>}[b] implies ‘doing something to help’ or ‘doing something about it.’
G4379	G4379	προσψαύω	004284000000000	004284001002000	18.11	018001	Grasp, Hold	to touch something, with the intent of doing something about it	—	to touch; to touch to help	In employing a term for ‘touch’ in {S:04201104600044}, it is important to use an expression which will imply ‘touching in order to relieve the burden.’ This may be done in some instances by translating ‘to help by touching’ or ‘to touch with a finger in order to help a little.’ For another interpretation of {L:προσψαύω<SDBG:προσψαύω:000000>} in {S:04201104600044}, see {D:24.75}.
G4380	G4380	προσωπολημπτέω	004285000000000	004285001001000	88.238	088030	Show Favoritism, Prejudice	to make unjust distinctions between people by treating one person better than another	—	to show favoritism; to be partial; partiality	‘To show favoritism’ or ‘to be partial’ is expressed in an idiomatic manner in some languages, for example, ‘to look only upon a person’s face,’ ‘to call a sparrow a chicken,’ or ‘to give one’s clansman the best piece of meat.’
G4381	G4381	προσωπολήμπτης	004286000000000	004286001001000	88.239	088030	Show Favoritism, Prejudice	(derivative of {L:προσωπολημπτέω<SDBG:προσωπολημπτέω:000000>} ‘to show favoritism,’ {D:88.238}) one who unjustly treats one person better than another	—	one who shows favoritism; a respecter of persons	—
G4382	G4382	προσωπολημψία	004287000000000	004287001001000	88.238	088030	Show Favoritism, Prejudice	to make unjust distinctions between people by treating one person better than another	—	to show favoritism; to be partial; partiality	‘To show favoritism’ or ‘to be partial’ is expressed in an idiomatic manner in some languages, for example, ‘to look only upon a person’s face,’ ‘to call a sparrow a chicken,’ or ‘to give one’s clansman the best piece of meat.’
G4383	G4383	πρόσωπον	004288000000000	004288001001000	8.18	008002	Parts of the Body	the front part of the human head	—	face	—
G4383	G4383	πρόσωπον	004288000000000	004288001002000	9.9	009001	Human Beings	(a figurative extension of meaning of {L:πρόσωπον<SDBG:πρόσωπον:000000>}[a] face, {D:8.18})	—	person; individual	—
G4383	G4383	πρόσωπον	004288000000000	004288001003000	79.93	079018	Two-Dimensional and Three-Dimensional Shapes	the two-dimensional surface of an object	—	surface; face	In a number of cases one does not translate πρόσωπον in the sense of ‘surface’ since it is an implied component of other terms. For example, the phrase ‘on the earth’ implies the surface of the earth.
G4383	G4383	πρόσωπον	004288000000000	004288001004000	24.24	024001	See	the form or characteristics of something as seen	—	appearance	—
G4383	G4383	πρόσωπον	004288000000000	004288001005000	85.26	085001	Be in a Place	(a figurative extension of meaning of {L:πρόσωπον<SDBG:πρόσωπον:000000>}[a] ‘face,’ {D:8.18}) the personal presence of an individual at a particular place	—	presence; being at a place	—
G4383	G4383	πρόσωπον	004288000000000	004288001006000	83.33	083006	In Front Of, Face To Face, In Back Of, Behind	a position in front of an object, whether animate or inanimate, which is regarded as having a spacial orientation of front and back{N:001}	—	in front of; before	—
G4383	G4383	πρόσωπον	004288000000000	004288001007000	83.37	083006	In Front Of, Face To Face, In Back Of, Behind	(an idiom, literally: face to face) the position of one person facing another, with the implication of direct, personal interaction	—	face to face	The implication of this idiom in {S:04601301200024} is that there will be clear understanding, and in some languages it is necessary to shift somewhat the figurative expression. For example, it may be necessary to render this passage as ‘how we now understand is like seeing a dim image in a mirror, but then we shall understand as clearly as though we were seeing face to face’ or ‘… as though we were seeing something directly.’
G4383	G4383	πρόσωπον	004288000000000	004288001008000	30.120	030007	To Distinguish, To Evaluate, To Judge	(an idiom, literally: to see into the face) to judge on the basis of external appearances	—	to judge on the basis of appearance; to render a superficial judgment; to pay no attention to a person’s status; to judge on the basis of reputation	In some languages an equivalent of this expression in {S:04002201600068} may be ‘when you judge, you look into a man’s heart’ or ‘when you judge you see more than a person’s face’ or ‘when you judge a person, who he appears to be doesn’t count.’
G4383	G4383	πρόσωπον	004288000000000	004288001009000	67.19	067002	A Point of Time with Reference to Other Points of Time: Before, Long Ago, Now, At the Same Time, When, About, After	(an idiom, literally: before the face, equivalent in meaning to {L:πρό<SDBG:πρό:000001>}[b] ‘before,’ {D:67.17}, but a somewhat more elaborate phrase rhetorically) a point of time, possibly only a short time before another point of time	—	before; previous	—
G4383	G4383	πρόσωπον	004288000000000	004288001010000	30.80	030005	To Decide, To Conclude	(a Semitic idiom, literally: to fix one’s face) to make a decision, with emphasis upon finality	—	to decide firmly; to resolve; to make up one’s mind definitely	In order to express the meaning of ‘to decide firmly,’ it may be useful in some instances to translate ‘to decide and to refuse to change one’s mind’ or ‘to decide and not to change.’
G4383	G4383	πρόσωπον	004288000000000	004288001011000	31.31	031005	Suppose, Think Possible	(an idiom, literally: those things according to the face) that which seems to be so	—	outward appearance; what things seem to be	—
G4383	G4383	πρόσωπον	004288000000000	004288001012000	88.238	088030	Show Favoritism, Prejudice	(an idiom, literally: to take face) to make unjust distinctions between people by treating one person better than another	—	to show favoritism; to be partial; partiality	‘To show favoritism’ or ‘to be partial’ is expressed in an idiomatic manner in some languages, for example, ‘to look only upon a person’s face,’ ‘to call a sparrow a chicken,’ or ‘to give one’s clansman the best piece of meat.’
G4383	G4383	πρόσωπον	004288000000000	004288001013000	33.365	033038	Flatter	(an idiom, literally: to admire the face) to praise someone, normally in an exaggerated or false manner and with insincere purpose{N:002}	—	to flatter	—
G4385	G4385	προτείνω	004289000000000	004289001001000	16.21	016	Non-Linear Movement	to stretch out or to spread out an object	—	to stretch out	In a number of languages one would not speak of a person being ‘stretched out’ in order to be whipped, but merely ‘tied up’ or ‘tied in a stretched-out position.’
G4386	G4386	πρότερος	004290000000000	004290001001000	67.18	067002	A Point of Time with Reference to Other Points of Time: Before, Long Ago, Now, At the Same Time, When, About, After	pertaining to a point of time earlier in a sequence{N:001}	—	before; former; formerly	—
G4386	G4386	πρότερος	004290000000000	004290001002000	60.47	060003	First, Second, Third, Etc. [Ordinals]	first, with the implication of emphasis, frequently in reference to time	—	the first time	It is also possible to understand πρότερος in {S:04800401300022} as meaning ‘earlier, formerly’ (see {D:67.18}).
G4388	G4388	προτίθημι	004291000000000	004291001001000	30.62	030004	To Intend, To Purpose, To Plan	to formulate a future course of action{N:001}	—	to plan beforehand; to purpose; to intend	—
G4388	G4388	προτίθημι	004291000000000	004291001002000	13.15	013001	State	to cause a manifest state or condition of someone or something	—	to cause to be; to bring forth; to offer	—
G4389	G4389	προτρέπω	004292000000000	004292001001000	33.300	033028	Urge, Persuade	to urge a particular course of action	—	to urge	—
G4390	G4390	προτρέχω	004293000000000	004293001001000	15.235	015030	Run	to run ahead of someone else, with the implication of arriving at a destination sooner	—	to run in front of; to run ahead of	—
G4391	G4391	προϋπάρχω	004294000000000	004294001001000	13.78	013003	Exist	to exist prior to some temporal reference point	—	to exist formerly; to be formerly	—
G4392	G4392	πρόφασις	004295000000000	004295001001000	88.230	088029	Hypocrisy, Pretense	to pretend to be engaged in a particular activity	—	to pretend; pretense	—
G4392	G4392	πρόφασις	004295000000000	004295001002000	33.437	033049	Defend, Excuse	what is said in defense of a particular action, but without real justification	—	excuse	In a number of languages ‘to have no excuse’ is rendered as ‘to not be able to justify’ or ‘to not be able to give a good reason for.’
G4393	G4393	προφέρω	004296000000000	004296001001000	13.85	013003	Exist	to cause to exist in an evident manner	—	to cause to exist clearly; to bring forth; to produce	—
G4394	G4394	προφητεία	004297000000000	004297001001000	33.460	033053	Prophesy	an utterance inspired by God	—	inspired utterance; prophecy	It is possible that προφητεία in {S:04601300800014} refers to the action of producing such inspired utterances rather than to the resulting verbal form of the utterances themselves.
G4394	G4394	προφητεία	004297000000000	004297001002000	33.461	033053	Prophesy	the capacity or ability to utter inspired messages	—	to prophesy; ability to prophesy; to be able to speak inspired messages	—
G4395	G4395	προφητεύω	004298000000000	004298001001000	33.459	033053	Prophesy	to speak under the influence of divine inspiration, with or without reference to future events	—	to prophesy; to make inspired utterances	—
G4396	G4396	προφήτης	004299000000000	004299001001000	53.79	053009	Roles and Functions	one who proclaims inspired utterances on behalf of God{N:001}	—	prophet; inspired preacher	There is a tendency in a number of languages to translate προφήτης only in the sense of ‘one who foretells the future,’ but foretelling the future was only a relatively minor aspect of the prophet’s function, though gradually it became more important. Patristic authors defined the function of a prophet mainly in terms of foretelling the future. In New Testament times, however, the focus was upon the inspired utterance proclaimed on behalf of and on the authority of God. Accordingly, in a number of languages it is more appropriate to translate προφήτης as ‘one who speaks for God.’
G4396	G4396	προφήτης	004299000000000	004299001002000	33.60	033005	Written Language	the writings of the prophets, including both the earlier and the later prophets{N:002}	—	the writings of the prophets; the Prophets	It is quite impossible in many languages to speak of ‘the Prophets’ in reference to the writings of the prophets, and therefore one must often say ‘what the prophets wrote’ or ‘the books containing the words of the prophets.’
G4396	G4396	προφήτης	004299000000000	004299001003000	33.58	033005	Written Language	(an idiom, literally: the Law and the Prophets) all of the sacred writings of the OT, including the Law, the Prophets, and the Writings{N:003}	—	the sacred writings; the Law and the Prophets	—
G4397	G4397	προφητικός	004300000000000	004300001001000	33.462	033053	Prophesy	pertaining to divinely inspired utterances	—	prophetic; of the prophets	—
G4398	G4398	προφῆτις	004301000000000	004301001001000	53.80	053009	Roles and Functions	a woman who proclaims inspired utterances on behalf of God{N:001}	—	prophetess; inspired preacher	—
G4399	G4399	προφθάνω	004302000000000	004302001001000	67.29	067002	A Point of Time with Reference to Other Points of Time: Before, Long Ago, Now, At the Same Time, When, About, After	to do something at a point of time which immediately precedes another point of time	—	to be ahead of; to anticipate; to be in advance	It would also be possible to render this expression in {S:04001702500016} as ‘Jesus spoke to Simon before Simon could speak to him.’
G4400	G4400	προχειρίζομαι	004303000000000	004303001001000	30.89	030006	To Choose, To Select, To Prefer	to choose for a particular purpose in advance	—	to choose in advance; to select beforehand; to designate in advance	—
G4401	G4401	προχειροτονέω	004304000000000	004304001001000	30.89	030006	To Choose, To Select, To Prefer	to choose for a particular purpose in advance	—	to choose in advance; to select beforehand; to designate in advance	—
G4402	G4402	Πρόχορος	004305000000000	004305001001000	93.303	093001	Persons	one of the seven helpers in the church in Jerusalem	—	Prochorus	—
G4403	G4403	πρύμνα	004306000000000	004306001001000	6.47	006008	Boats and Parts of Boats	the back part of a boat	—	stern	See translation suggestion at {D:6.46}.
G4404	G4404	πρωΐ	004307000000000	004307001001000	67.187	067009	Definite Units of Time: Year, Month, Week, Day, Hour	the early part of the daylight period	—	early morning	—
G4405	G4405	πρωΐα	004308000000000	004308001001000	67.187	067009	Definite Units of Time: Year, Month, Week, Day, Hour	the early part of the daylight period	—	early morning	—
G4406	G4406a	πρόϊμος	004188000000000	004188001001000	14.14	014003	Rain	a rain occurring early in the autumn, September or October, in contrast with normal rains occurring in the middle of the winter season	—	early rain; autumn rain	See {D:14.13}.|In Palestine the rainy season differs appreciably from what it is in many other parts of the world. In tropical regions north of the Equator, the rains occur primarily from May through October, and in the tropical regions below the Equator, the rains normally occur from November through April. The other seasons of the year are normally quite dry. In Palestine, however, rains occur primarily during the months of November through March, and the summer months are often without rain. Because of this significant difference in the time of rainfall, it may be important to relate the early and late rains not to particular times of the year but to the normal period for rain. For example, the early rains could be ‘rain coming before it is normally expected’ or ‘rain at the beginning of the rainy season,’ and late rains are ‘rains which come later than what one expects’ or ‘rain at the end of the rainy season.’ On the other hand, the contrast may be expressed as ‘rain coming before it should’ or ‘rain coming later than it should.’ It is difficult to relate early and late rains to so-called ‘growing seasons,’ since in the Middle East grains grow primarily during the rainy season and are harvested early in the spring, while fruits and vegetables are grown in the spring and summer with extensive use made of irrigation.
G4407	G4407	πρωϊνός	004309000000000	004309001001000	67.188	067009	Definite Units of Time: Year, Month, Week, Day, Hour	pertaining to early morning	—	of the early morning	—
G4407	G4407	πρωϊνός	004309000000000	004309001002000	1.33	001004	Heavenly Bodies	(an idiom, literally: morning star) a planet which is conspicuous in the morning sky (usually either Venus or Mars)	—	morning star; bright star in the morning sky	In {S:06600202800028} the singular pronoun αὐτῷ refers to any and all of the persons in Thyatira, and therefore it is usually best rendered as plural. A literal rendering of {S:06600202800028} may be confusing, since it would suggest that God would be handing over the morning star to persons in Thyatira. A more satisfactory rendering may be ‘I will cause the morning star to shine upon them’ or possibly ‘I will bring light into their hearts.’
G4408	G4408	πρῷρα	004310000000000	004310001001000	6.46	006008	Boats and Parts of Boats	the forepart of a boat	—	bow	In a number of languages there are rather technical terms for the bow and stern of a boat, but where such terms are lacking, one can speak of ‘the front of a boat’ for πρῷρα and ‘the back of the boat’ for {L:πρύμνα<SDBG:πρύμνα:000000>} ({D:6.47}).
G4409	G4409	πρωτεύω	004311000000000	004311001001000	87.46	087003	High Status or Rank [including persons of high status]	to be in the first position, with the implication of high rank and prominence	—	to be the first; to have superior status	—
G4410	G4410	πρωτοκαθεδρία	004312000000000	004312001001000	87.18	087002	Honor or Respect in Relation to Status	a position or place of particular importance, implying special status to the person occupying it	—	place of honor; seat of honor; best seat; best place	—
G4411	G4411	πρωτοκλισία	004313000000000	004313001001000	87.18	087002	Honor or Respect in Relation to Status	a position or place of particular importance, implying special status to the person occupying it	—	place of honor; seat of honor; best seat; best place	—
G4412	G4412	πρῶτος	004314000000000	004314001001000	60.46	060003	First, Second, Third, Etc. [Ordinals]	first in a series involving time, space, or set	—	first	In {S:05800900200010} πρῶτος must be understood in the sense of the outer tent, which was the first one to which a person came in entering the sanctuary.
G4412	G4412	πρῶτος	004314000000000	004314001002000	67.18	067002	A Point of Time with Reference to Other Points of Time: Before, Long Ago, Now, At the Same Time, When, About, After	pertaining to a point of time earlier in a sequence{N:001}	—	before; former; formerly	—
G4412	G4412	πρῶτος	004314000000000	004314001003000	87.45	087003	High Status or Rank [including persons of high status]	pertaining to being of high rank, with the implication of special prominence and status	—	great; prominent; important; foremost	—
G4412	G4412	πρῶτος	004314000000000	004314001004000	65.24	065003	Good, Bad	pertaining to being superior in value to all other items of the same class	—	best	—
G4412	G4412	πρῶτος	004314000000000	004314001005000	65.52	065006	Important, Unimportant	pertaining to exceeding everything else in importance	—	most important	In some languages ‘most important’ is expressed by a negative comparison, for example, ‘the commandment that nothing else surpasses’ or ‘the commandment than which nothing else is greater’ or ‘… of more value.’
G4412	G4412a	πρώτως	004318000000000	004318001001000	60.48	060003	First, Second, Third, Etc. [Ordinals]	first in a temporal sequence	—	for the first time	—
G4414	G4414	πρωτοστάτης	004315000000000	004315001001000	87.52	087003	High Status or Rank [including persons of high status]	a person of top rank in view of leadership	—	leader; ringleader	—
G4415	G4415	πρωτοτόκια	004316000000000	004316001001000	10.44	010002	Kinship Relations Involving Successive Generations	rights associated with being the firstborn	—	birthright; rights of being the firstborn	—
G4416	G4416	πρωτότοκος	004317000000000	004317001001000	10.43	010002	Kinship Relations Involving Successive Generations	pertaining to being a firstborn child (normally in contexts speaking of people but also used in reference to domestic animals)	—	firstborn	In Jewish society the rights and responsibilities of being a firstborn son resulted in considerable prestige and status. The firstborn son, for example, received twice as much in inheritance as any other offspring.|The use of πρωτότοκος ‘firstborn’ does not imply in Greek that other children were also born to a woman, though in a number of languages one would never use ‘firstborn’ unless other children followed. Such an individual would be spoken of merely as ‘the only child.’ It is also frequently necessary to employ an appropriate qualifier for ‘firstborn’ in order to mark clearly the fact that it is ‘a firstborn son’ rather than ‘a firstborn daughter.’|The figurative meaning of πρωτότοκος in the messianic title πρωτότοκος πάσης κτίσεως ‘firstborn of all creation’ ({S:05100101500016} may be interpreted as ‘existing before all creation’ (see {D:13.79}) or ‘existing superior to all creation’ (see {D:87.47}).
G4416	G4416	πρωτότοκος	004317000000000	004317001002000	13.79	013003	Exist	pertaining to existing prior to something else	—	existing first; existing before	It is possible to understand {L:πρωτότοκος<SDBG:πρωτότοκος:000000>} in {S:05100101500016} as ‘superior in status’ (see {D:87.47}). See also discussion at {D:10.43}.
G4416	G4416	πρωτότοκος	004317000000000	004317001003000	87.47	087003	High Status or Rank [including persons of high status]	pertaining to being superior to everything else in the same or related class	—	superior to; above all	For another interpretation of {L:πρωτότοκος<SDBG:πρωτότοκος:000000>} in {S:05100101500016}, see {D:13.79}; see also discussion at {D:10.43}.
G4417	G4417	πταίω	004319000000000	004319001001000	88.291	088038	Sin, Wrongdoing, Guilt	(a figurative extension of meaning of πταίω ‘to stumble,’ not occurring in the NT) to fail to keep the law (of God)	—	to stumble; to err; to sin	—
G4418	G4418	πτέρνα	004320000000000	004320001001000	8.52	008002	Parts of the Body	the back part of the human foot below the ankle	—	heel	πτέρνα occurs in the NT only in {S:04301301800048} (ὁ τρώγων μου τὸν ἄρτον ἐπῆρεν ἐπ᾽ ἐμὲ τὴν πτέρναν αὐτοῦ ‘the one eating my bread has raised his heel against me’) in an idiomatic expression denoting antagonism and opposition (see {D:39.3}).
G4418	G4418	πτέρνα	004320000000000	004320001002000	39.3	039001	Opposition, Hostility	(an idiom, literally: to lift one’s heel against) to oppose someone by turning against such a person, possibly with focus upon the initial aspect of becoming opposed to	—	to turn against, to oppose	In a number of languages a convenient way of rendering ‘to turn against’ may be ‘to become an enemy of.’|πτέρνα occurs in the NT only in {S:04301301800048} in an idiomatic expression denoting antagonism and opposition.
G4419	G4419	πτερύγιον	004321000000000	004321001001000	7.53	007003	Parts and Areas of Buildings	the tip or high point of a building{N:001}	—	pinnacle; summit (of the Temple)	—
