# GENERALT-TERVEZET: naplok/KAROLI_KK2_kulcstabla_general.py - jovahagyasra var, meg NEM elesitett
igehely_karoli	igehely_kjv	igehely_mt	osztaly	forras	megjegyzes
Jer 23:30	23:30		KJV	szamlalas	
Jer 23:31	23:31		KJV	szamlalas	
Jer 23:32	23:32		KJV	szamlalas	
Jer 23:33	23:33		KJV	szamlalas	
Jer 23:34	23:34		KJV	szamlalas	
Jer 23:35	23:35		KJV	szamlalas	
Jer 23:36	23:36		KJV	szamlalas	
Jer 23:37	23:37		KJV	szamlalas	
Jer 23:38	23:38		KJV	szamlalas	
Jer 23:39	23:39		KJV	szamlalas	
Jer 23:40	23:40		KJV	szamlalas	
Jer 24:1	24:1		KJV	szamlalas	
Jer 24:2	24:2		KJV	szamlalas	
Jer 24:3	24:3		KJV	szamlalas	
Jer 24:4	24:4		KJV	szamlalas	
Jer 24:5	24:5		KJV	szamlalas	
Jer 24:6	24:6		KJV	szamlalas	
Jer 24:7	24:7		KJV	szamlalas	
Jer 24:8	24:8		KJV	szamlalas	
Jer 24:9	24:9		KJV	szamlalas	
Jer 24:10	24:10		KJV	szamlalas	
Jer 25:1	25:1		KJV	szamlalas	
Jer 25:2	25:2		KJV	szamlalas	
Jer 25:3	25:3		KJV	szamlalas	
Jer 25:4	25:4		KJV	szamlalas	
Jer 25:5	25:5		KJV	szamlalas	
Jer 25:6	25:6		KJV	szamlalas	
Jer 25:7	25:7		KJV	szamlalas	
Jer 25:8	25:8		KJV	szamlalas	
Jer 25:9	25:9		KJV	szamlalas	
Jer 25:10	25:10		KJV	szamlalas	
Jer 25:11	25:11		KJV	szamlalas	
Jer 25:12	25:12		KJV	szamlalas	
Jer 25:13	25:13		KJV	szamlalas	
Jer 25:14	25:14		KJV	szamlalas	
Jer 25:15	25:15		KJV	szamlalas	
Jer 25:16	25:16		KJV	szamlalas	
Jer 25:17	25:17		KJV	szamlalas	
Jer 25:18	25:18		KJV	szamlalas	
Jer 25:19	25:19		KJV	szamlalas	
Jer 25:20	25:20		KJV	szamlalas	
Jer 25:21	25:21		KJV	szamlalas	
Jer 25:22	25:22		KJV	szamlalas	
Jer 25:23	25:23		KJV	szamlalas	
Jer 25:24	25:24		KJV	szamlalas	
Jer 25:25	25:25		KJV	szamlalas	
Jer 25:26	25:26		KJV	szamlalas	
Jer 25:27	25:27		KJV	szamlalas	
Jer 25:28	25:28		KJV	szamlalas	
Jer 25:29	25:29		KJV	szamlalas	
Jer 25:30	25:30		KJV	szamlalas	
Jer 25:31	25:31		KJV	szamlalas	
Jer 25:32	25:32		KJV	szamlalas	
Jer 25:33	25:33		KJV	szamlalas	
Jer 25:34	25:34		KJV	szamlalas	
Jer 25:35	25:35		KJV	szamlalas	
Jer 25:36	25:36		KJV	szamlalas	
Jer 25:37	25:37		KJV	szamlalas	
Jer 25:38	25:38		KJV	szamlalas	
Jer 26:1	26:1		KJV	szamlalas	
Jer 26:2	26:2		KJV	szamlalas	
Jer 26:3	26:3		KJV	szamlalas	
Jer 26:4	26:4		KJV	szamlalas	
Jer 26:5	26:5		KJV	szamlalas	
Jer 26:6	26:6		KJV	szamlalas	
Jer 26:7	26:7		KJV	szamlalas	
Jer 26:8	26:8		KJV	szamlalas	
Jer 26:9	26:9		KJV	szamlalas	
Jer 26:10	26:10		KJV	szamlalas	
Jer 26:11	26:11		KJV	szamlalas	
Jer 26:12	26:12		KJV	szamlalas	
Jer 26:13	26:13		KJV	szamlalas	
Jer 26:14	26:14		KJV	szamlalas	
Jer 26:15	26:15		KJV	szamlalas	
Jer 26:16	26:16		KJV	szamlalas	
Jer 26:17	26:17		KJV	szamlalas	
Jer 26:18	26:18		KJV	szamlalas	
Jer 26:19	26:19		KJV	szamlalas	
Jer 26:20	26:20		KJV	szamlalas	
Jer 26:21	26:21		KJV	szamlalas	
Jer 26:22	26:22		KJV	szamlalas	
Jer 26:23	26:23		KJV	szamlalas	
Jer 26:24	26:24		KJV	szamlalas	
Jer 27:1	27:1		KJV	szamlalas	
Jer 27:2	27:2		KJV	szamlalas	
Jer 27:3	27:3		KJV	szamlalas	
Jer 27:4	27:4		KJV	szamlalas	
Jer 27:5	27:5		KJV	szamlalas	
Jer 27:6	27:6		KJV	szamlalas	
Jer 27:7	27:7		KJV	szamlalas	
Jer 27:8	27:8		KJV	szamlalas	
Jer 27:9	27:9		KJV	szamlalas	
Jer 27:10	27:10		KJV	szamlalas	
Jer 27:11	27:11		KJV	szamlalas	
Jer 27:12	27:12		KJV	szamlalas	
Jer 27:13	27:13		KJV	szamlalas	
Jer 27:14	27:14		KJV	szamlalas	
Jer 27:15	27:15		KJV	szamlalas	
Jer 27:16	27:16		KJV	szamlalas	
Jer 27:17	27:17		KJV	szamlalas	
Jer 27:18	27:18		KJV	szamlalas	
Jer 27:19	27:19		KJV	szamlalas	
Jer 27:20	27:20		KJV	szamlalas	
Jer 27:21	27:21		KJV	szamlalas	
Jer 27:22	27:22		KJV	szamlalas	
Jer 28:1	28:1		KJV	szamlalas	
Jer 28:2	28:2		KJV	szamlalas	
Jer 28:3	28:3		KJV	szamlalas	
Jer 28:4	28:4		KJV	szamlalas	
Jer 28:5	28:5		KJV	szamlalas	
Jer 28:6	28:6		KJV	szamlalas	
Jer 28:7	28:7		KJV	szamlalas	
Jer 28:8	28:8		KJV	szamlalas	
Jer 28:9	28:9		KJV	szamlalas	
Jer 28:10	28:10		KJV	szamlalas	
Jer 28:11	28:11		KJV	szamlalas	
Jer 28:12	28:12		KJV	szamlalas	
Jer 28:13	28:13		KJV	szamlalas	
Jer 28:14	28:14		KJV	szamlalas	
Jer 28:15	28:15		KJV	szamlalas	
Jer 28:16	28:16		KJV	szamlalas	
Jer 28:17	28:17		KJV	szamlalas	
Jer 29:1	29:1		KJV	szamlalas	
Jer 29:2	29:2		KJV	szamlalas	
Jer 29:3	29:3		KJV	szamlalas	
Jer 29:4	29:4		KJV	szamlalas	
Jer 29:5	29:5		KJV	szamlalas	
Jer 29:6	29:6		KJV	szamlalas	
Jer 29:7	29:7		KJV	szamlalas	
Jer 29:8	29:8		KJV	szamlalas	
Jer 29:9	29:9		KJV	szamlalas	
Jer 29:10	29:10		KJV	szamlalas	
Jer 29:11	29:11		KJV	szamlalas	
Jer 29:12	29:12		KJV	szamlalas	
Jer 29:13	29:13		KJV	szamlalas	
Jer 29:14	29:14		KJV	szamlalas	
Jer 29:15	29:15		KJV	szamlalas	
Jer 29:16	29:16		KJV	szamlalas	
Jer 29:17	29:17		KJV	szamlalas	
Jer 29:18	29:18		KJV	szamlalas	
Jer 29:19	29:19		KJV	szamlalas	
Jer 29:20	29:20		KJV	szamlalas	
Jer 29:21	29:21		KJV	szamlalas	
Jer 29:22	29:22		KJV	szamlalas	
Jer 29:23	29:23		KJV	szamlalas	
Jer 29:24	29:24		KJV	szamlalas	
Jer 29:25	29:25		KJV	szamlalas	
Jer 29:26	29:26		KJV	szamlalas	
Jer 29:27	29:27		KJV	szamlalas	
Jer 29:28	29:28		KJV	szamlalas	
Jer 29:29	29:29		KJV	szamlalas	
Jer 29:30	29:30		KJV	szamlalas	
Jer 29:31	29:31		KJV	szamlalas	
Jer 29:32	29:32		KJV	szamlalas	
Jer 30:1	30:1		KJV	szamlalas	
Jer 30:2	30:2		KJV	szamlalas	
Jer 30:3	30:3		KJV	szamlalas	
Jer 30:4	30:4		KJV	szamlalas	
Jer 30:5	30:5		KJV	szamlalas	
Jer 30:6	30:6		KJV	szamlalas	
Jer 30:7	30:7		KJV	szamlalas	
Jer 30:8	30:8		KJV	szamlalas	
Jer 30:9	30:9		KJV	szamlalas	
Jer 30:10	30:10		KJV	szamlalas	
Jer 30:11	30:11		KJV	szamlalas	
Jer 30:12	30:12		KJV	szamlalas	
Jer 30:13	30:13		KJV	szamlalas	
Jer 30:14	30:14		KJV	szamlalas	
Jer 30:15	30:15		KJV	szamlalas	
Jer 30:16	30:16		KJV	szamlalas	
Jer 30:17	30:17		KJV	szamlalas	
Jer 30:18	30:18		KJV	szamlalas	
Jer 30:19	30:19		KJV	szamlalas	
Jer 30:20	30:20		KJV	szamlalas	
Jer 30:21	30:21		KJV	szamlalas	
Jer 30:22	30:22		KJV	szamlalas	
Jer 30:23	30:23		KJV	szamlalas	
Jer 30:24	30:24		KJV	szamlalas	
Jer 31:1	31:1		KJV	szamlalas	
Jer 31:2	31:2		KJV	szamlalas	
Jer 31:3	31:3		KJV	szamlalas	
Jer 31:4	31:4		KJV	szamlalas	
Jer 31:5	31:5		KJV	szamlalas	
Jer 31:6	31:6		KJV	szamlalas	
Jer 31:7	31:7		KJV	szamlalas	
Jer 31:8	31:8		KJV	szamlalas	
Jer 31:9	31:9		KJV	szamlalas	
Jer 31:10	31:10		KJV	szamlalas	
Jer 31:11	31:11		KJV	szamlalas	
Jer 31:12	31:12		KJV	szamlalas	
Jer 31:13	31:13		KJV	szamlalas	
Jer 31:14	31:14		KJV	szamlalas	
Jer 31:15	31:15		KJV	szamlalas	
Jer 31:16	31:16		KJV	szamlalas	
Jer 31:17	31:17		KJV	szamlalas	
Jer 31:18	31:18		KJV	szamlalas	
Jer 31:19	31:19		KJV	szamlalas	
Jer 31:20	31:20		KJV	szamlalas	
Jer 31:21	31:21		KJV	szamlalas	
Jer 31:22	31:22		KJV	szamlalas	
Jer 31:23	31:23		KJV	szamlalas	
Jer 31:24	31:24		KJV	szamlalas	
Jer 31:25	31:25		KJV	szamlalas	
Jer 31:26	31:26		KJV	szamlalas	
Jer 31:27	31:27		KJV	szamlalas	
Jer 31:28	31:28		KJV	szamlalas	
Jer 31:29	31:29		KJV	szamlalas	
Jer 31:30	31:30		KJV	szamlalas	
Jer 31:31	31:31		KJV	szamlalas	
Jer 31:32	31:32		KJV	szamlalas	
Jer 31:33	31:33		KJV	szamlalas	
Jer 31:34	31:34		KJV	szamlalas	
Jer 31:35	31:35		KJV	szamlalas	
Jer 31:36	31:36		KJV	szamlalas	
Jer 31:37	31:37		KJV	szamlalas	
Jer 31:38	31:38		KJV	szamlalas	
Jer 31:39	31:39		KJV	szamlalas	
Jer 31:40	31:40		KJV	szamlalas	
Jer 32:1	32:1		KJV	szamlalas	
Jer 32:2	32:2		KJV	szamlalas	
Jer 32:3	32:3		KJV	szamlalas	
Jer 32:4	32:4		KJV	szamlalas	
Jer 32:5	32:5		KJV	szamlalas	
Jer 32:6	32:6		KJV	szamlalas	
Jer 32:7	32:7		KJV	szamlalas	
Jer 32:8	32:8		KJV	szamlalas	
Jer 32:9	32:9		KJV	szamlalas	
Jer 32:10	32:10		KJV	szamlalas	
Jer 32:11	32:11		KJV	szamlalas	
Jer 32:12	32:12		KJV	szamlalas	
Jer 32:13	32:13		KJV	szamlalas	
Jer 32:14	32:14		KJV	szamlalas	
Jer 32:15	32:15		KJV	szamlalas	
Jer 32:16	32:16		KJV	szamlalas	
Jer 32:17	32:17		KJV	szamlalas	
Jer 32:18	32:18		KJV	szamlalas	
Jer 32:19	32:19		KJV	szamlalas	
Jer 32:20	32:20		KJV	szamlalas	
Jer 32:21	32:21		KJV	szamlalas	
Jer 32:22	32:22		KJV	szamlalas	
Jer 32:23	32:23		KJV	szamlalas	
Jer 32:24	32:24		KJV	szamlalas	
Jer 32:25	32:25		KJV	szamlalas	
Jer 32:26	32:26		KJV	szamlalas	
Jer 32:27	32:27		KJV	szamlalas	
Jer 32:28	32:28		KJV	szamlalas	
Jer 32:29	32:29		KJV	szamlalas	
Jer 32:30	32:30		KJV	szamlalas	
Jer 32:31	32:31		KJV	szamlalas	
Jer 32:32	32:32		KJV	szamlalas	
Jer 32:33	32:33		KJV	szamlalas	
Jer 32:34	32:34		KJV	szamlalas	
Jer 32:35	32:35		KJV	szamlalas	
Jer 32:36	32:36		KJV	szamlalas	
Jer 32:37	32:37		KJV	szamlalas	
Jer 32:38	32:38		KJV	szamlalas	
Jer 32:39	32:39		KJV	szamlalas	
Jer 32:40	32:40		KJV	szamlalas	
Jer 32:41	32:41		KJV	szamlalas	
Jer 32:42	32:42		KJV	szamlalas	
Jer 32:43	32:43		KJV	szamlalas	
Jer 32:44	32:44		KJV	szamlalas	
Jer 33:1	33:1	33:1	MT	tvtms	
Jer 33:2	33:2	33:2	MT	tvtms	
Jer 33:3	33:3	33:3	MT	tvtms	
Jer 33:4	33:4	33:4	MT	tvtms	
Jer 33:5	33:5	33:5	MT	tvtms	
Jer 33:6	33:6	33:6	MT	tvtms	
Jer 33:7	33:7	33:7	MT	tvtms	
Jer 33:8	33:8	33:8	MT	tvtms	
Jer 33:9	33:9	33:9	MT	tvtms	
Jer 33:10	33:10	33:10	MT	tvtms	
Jer 33:11	33:11	33:11	MT	tvtms	
Jer 33:12	33:12	33:12	MT	tvtms	
Jer 33:13	33:13	33:13	MT	tvtms	
Jer 33:14		33:14	MT	szamlalas	
Jer 33:15		33:15	MT	szamlalas	
Jer 33:16		33:16	MT	szamlalas	
Jer 33:17		33:17	MT	szamlalas	
Jer 33:18		33:18	MT	szamlalas	
Jer 33:19		33:19	MT	szamlalas	
Jer 33:20		33:20	MT	szamlalas	
Jer 33:21		33:21	MT	szamlalas	
Jer 33:22		33:22	MT	szamlalas	
Jer 33:23		33:23	MT	szamlalas	
Jer 33:24		33:24	MT	szamlalas	
Jer 33:25		33:25	MT	szamlalas	
Jer 33:26		33:26	MT	szamlalas	
Jer 34:1	34:1		KJV	szamlalas	
Jer 34:2	34:2		KJV	szamlalas	
Jer 34:3	34:3		KJV	szamlalas	
Jer 34:4	34:4		KJV	szamlalas	
Jer 34:5	34:5		KJV	szamlalas	
Jer 34:6	34:6		KJV	szamlalas	
Jer 34:7	34:7		KJV	szamlalas	
Jer 34:8	34:8		KJV	szamlalas	
Jer 34:9	34:9		KJV	szamlalas	
Jer 34:10	34:10		KJV	szamlalas	
Jer 34:11	34:11		KJV	szamlalas	
Jer 34:12	34:12		KJV	szamlalas	
Jer 34:13	34:13		KJV	szamlalas	
Jer 34:14	34:14		KJV	szamlalas	
Jer 34:15	34:15		KJV	szamlalas	
Jer 34:16	34:16		KJV	szamlalas	
Jer 34:17	34:17		KJV	szamlalas	
Jer 34:18	34:18		KJV	szamlalas	
Jer 34:19	34:19		KJV	szamlalas	
Jer 34:20	34:20		KJV	szamlalas	
Jer 34:21	34:21		KJV	szamlalas	
Jer 34:22	34:22		KJV	szamlalas	
Jer 35:1	35:1		KJV	szamlalas	
Jer 35:2	35:2		KJV	szamlalas	
Jer 35:3	35:3		KJV	szamlalas	
Jer 35:4	35:4		KJV	szamlalas	
Jer 35:5	35:5		KJV	szamlalas	
Jer 35:6	35:6		KJV	szamlalas	
Jer 35:7	35:7		KJV	szamlalas	
Jer 35:8	35:8		KJV	szamlalas	
Jer 35:9	35:9		KJV	szamlalas	
Jer 35:10	35:10		KJV	szamlalas	
Jer 35:11	35:11		KJV	szamlalas	
Jer 35:12	35:12		KJV	szamlalas	
Jer 35:13	35:13		KJV	szamlalas	
Jer 35:14	35:14		KJV	szamlalas	
Jer 35:15	35:15		KJV	szamlalas	
Jer 35:16	35:16		KJV	szamlalas	
Jer 35:17	35:17		KJV	szamlalas	
Jer 35:18	35:18		KJV	szamlalas	
Jer 35:19	35:19		KJV	szamlalas	
Jer 36:1	36:1		KJV	szamlalas	
Jer 36:2	36:2		KJV	szamlalas	
Jer 36:3	36:3		KJV	szamlalas	
Jer 36:4	36:4		KJV	szamlalas	
Jer 36:5	36:5		KJV	szamlalas	
Jer 36:6	36:6		KJV	szamlalas	
Jer 36:7	36:7		KJV	szamlalas	
Jer 36:8	36:8		KJV	szamlalas	
Jer 36:9	36:9		KJV	szamlalas	
Jer 36:10	36:10		KJV	szamlalas	
Jer 36:11	36:11		KJV	szamlalas	
Jer 36:12	36:12		KJV	szamlalas	
Jer 36:13	36:13		KJV	szamlalas	
Jer 36:14	36:14		KJV	szamlalas	
Jer 36:15	36:15		KJV	szamlalas	
Jer 36:16	36:16		KJV	szamlalas	
Jer 36:17	36:17		KJV	szamlalas	
Jer 36:18	36:18		KJV	szamlalas	
Jer 36:19	36:19		KJV	szamlalas	
Jer 36:20	36:20		KJV	szamlalas	
Jer 36:21	36:21		KJV	szamlalas	
Jer 36:22	36:22		KJV	szamlalas	
Jer 36:23	36:23		KJV	szamlalas	
Jer 36:24	36:24		KJV	szamlalas	
Jer 36:25	36:25		KJV	szamlalas	
Jer 36:26	36:26		KJV	szamlalas	
Jer 36:27	36:27		KJV	szamlalas	
Jer 36:28	36:28		KJV	szamlalas	
Jer 36:29	36:29		KJV	szamlalas	
Jer 36:30	36:30		KJV	szamlalas	
Jer 36:31	36:31		KJV	szamlalas	
Jer 36:32	36:32		KJV	szamlalas	
Jer 37:1	37:1		KJV	szamlalas	
Jer 37:2	37:2		KJV	szamlalas	
Jer 37:3	37:3		KJV	szamlalas	
Jer 37:4	37:4		KJV	szamlalas	
Jer 37:5	37:5		KJV	szamlalas	
Jer 37:6	37:6		KJV	szamlalas	
Jer 37:7	37:7		KJV	szamlalas	
Jer 37:8	37:8		KJV	szamlalas	
Jer 37:9	37:9		KJV	szamlalas	
Jer 37:10	37:10		KJV	szamlalas	
Jer 37:11	37:11		KJV	szamlalas	
Jer 37:12	37:12		KJV	szamlalas	
Jer 37:13	37:13		KJV	szamlalas	
Jer 37:14	37:14		KJV	szamlalas	
Jer 37:15	37:15		KJV	szamlalas	
Jer 37:16	37:16		KJV	szamlalas	
Jer 37:17	37:17		KJV	szamlalas	
Jer 37:18	37:18		KJV	szamlalas	
Jer 37:19	37:19		KJV	szamlalas	
Jer 37:20	37:20		KJV	szamlalas	
Jer 37:21	37:21		KJV	szamlalas	
Jer 38:1	38:1		KJV	szamlalas	
Jer 38:2	38:2		KJV	szamlalas	
Jer 38:3	38:3		KJV	szamlalas	
Jer 38:4	38:4		KJV	szamlalas	
Jer 38:5	38:5		KJV	szamlalas	
Jer 38:6	38:6		KJV	szamlalas	
Jer 38:7	38:7		KJV	szamlalas	
Jer 38:8	38:8		KJV	szamlalas	
Jer 38:9	38:9		KJV	szamlalas	
Jer 38:10	38:10		KJV	szamlalas	
Jer 38:11	38:11		KJV	szamlalas	
Jer 38:12	38:12		KJV	szamlalas	
Jer 38:13	38:13		KJV	szamlalas	
Jer 38:14	38:14		KJV	szamlalas	
Jer 38:15	38:15		KJV	szamlalas	
Jer 38:16	38:16		KJV	szamlalas	
Jer 38:17	38:17		KJV	szamlalas	
Jer 38:18	38:18		KJV	szamlalas	
Jer 38:19	38:19		KJV	szamlalas	
Jer 38:20	38:20		KJV	szamlalas	
Jer 38:21	38:21		KJV	szamlalas	
Jer 38:22	38:22		KJV	szamlalas	
Jer 38:23	38:23		KJV	szamlalas	
Jer 38:24	38:24		KJV	szamlalas	
Jer 38:25	38:25		KJV	szamlalas	
Jer 38:26	38:26		KJV	szamlalas	
Jer 38:27	38:27		KJV	szamlalas	
Jer 38:28	38:28		KJV	szamlalas	
Jer 39:1	39:1		KJV	szamlalas	
Jer 39:2	39:2		KJV	szamlalas	
Jer 39:3	39:3		KJV	szamlalas	
Jer 39:4	39:4		KJV	szamlalas	
Jer 39:5	39:5		KJV	szamlalas	
Jer 39:6	39:6		KJV	szamlalas	
Jer 39:7	39:7		KJV	szamlalas	
Jer 39:8	39:8		KJV	szamlalas	
Jer 39:9	39:9		KJV	szamlalas	
Jer 39:10	39:10		KJV	szamlalas	
Jer 39:11	39:11		KJV	szamlalas	
Jer 39:12	39:12		KJV	szamlalas	
Jer 39:13	39:13		KJV	szamlalas	
Jer 39:14	39:14		KJV	szamlalas	
Jer 39:15	39:15		KJV	szamlalas	
Jer 39:16	39:16		KJV	szamlalas	
Jer 39:17	39:17		KJV	szamlalas	
Jer 39:18	39:18		KJV	szamlalas	
Jer 40:1	40:1		KJV	szamlalas	
Jer 40:2	40:2		KJV	szamlalas	
Jer 40:3	40:3		KJV	szamlalas	
Jer 40:4	40:4		KJV	szamlalas	
Jer 40:5	40:5		KJV	szamlalas	
Jer 40:6	40:6		KJV	szamlalas	
Jer 40:7	40:7		KJV	szamlalas	
Jer 40:8	40:8		KJV	szamlalas	
Jer 40:9	40:9		KJV	szamlalas	
Jer 40:10	40:10		KJV	szamlalas	
Jer 40:11	40:11		KJV	szamlalas	
Jer 40:12	40:12		KJV	szamlalas	
Jer 40:13	40:13		KJV	szamlalas	
Jer 40:14	40:14		KJV	szamlalas	
Jer 40:15	40:15		KJV	szamlalas	
Jer 40:16	40:16		KJV	szamlalas	
Jer 41:1	41:1		KJV	szamlalas	
Jer 41:2	41:2		KJV	szamlalas	
Jer 41:3	41:3		KJV	szamlalas	
Jer 41:4	41:4		KJV	szamlalas	
Jer 41:5	41:5		KJV	szamlalas	
Jer 41:6	41:6		KJV	szamlalas	
Jer 41:7	41:7		KJV	szamlalas	
Jer 41:8	41:8		KJV	szamlalas	
Jer 41:9	41:9		KJV	szamlalas	
Jer 41:10	41:10		KJV	szamlalas	
Jer 41:11	41:11		KJV	szamlalas	
Jer 41:12	41:12		KJV	szamlalas	
Jer 41:13	41:13		KJV	szamlalas	
Jer 41:14	41:14		KJV	szamlalas	
Jer 41:15	41:15		KJV	szamlalas	
Jer 41:16	41:16		KJV	szamlalas	
Jer 41:17	41:17		KJV	szamlalas	
Jer 41:18	41:18		KJV	szamlalas	
Jer 42:1	42:1		KJV	szamlalas	
Jer 42:2	42:2		KJV	szamlalas	
Jer 42:3	42:3		KJV	szamlalas	
Jer 42:4	42:4		KJV	szamlalas	
Jer 42:5	42:5		KJV	szamlalas	
Jer 42:6	42:6		KJV	szamlalas	
Jer 42:7	42:7		KJV	szamlalas	
Jer 42:8	42:8		KJV	szamlalas	
Jer 42:9	42:9		KJV	szamlalas	
Jer 42:10	42:10		KJV	szamlalas	
Jer 42:11	42:11		KJV	szamlalas	
Jer 42:12	42:12		KJV	szamlalas	
Jer 42:13	42:13		KJV	szamlalas	
Jer 42:14	42:14		KJV	szamlalas	
Jer 42:15	42:15		KJV	szamlalas	
Jer 42:16	42:16		KJV	szamlalas	
Jer 42:17	42:17		KJV	szamlalas	
Jer 42:18	42:18		KJV	szamlalas	
Jer 42:19	42:19		KJV	szamlalas	
Jer 42:20	42:20		KJV	szamlalas	
Jer 42:21	42:21		KJV	szamlalas	
Jer 42:22	42:22		KJV	szamlalas	
Jer 43:1	43:1		KJV	szamlalas	
Jer 43:2	43:2		KJV	szamlalas	
Jer 43:3	43:3		KJV	szamlalas	
Jer 43:4	43:4		KJV	szamlalas	
Jer 43:5	43:5		KJV	szamlalas	
Jer 43:6	43:6		KJV	szamlalas	
Jer 43:7	43:7		KJV	szamlalas	
Jer 43:8	43:8		KJV	szamlalas	
Jer 43:9	43:9		KJV	szamlalas	
Jer 43:10	43:10		KJV	szamlalas	
Jer 43:11	43:11		KJV	szamlalas	
Jer 43:12	43:12		KJV	szamlalas	
Jer 43:13	43:13		KJV	szamlalas	
Jer 44:1	44:1		KJV	szamlalas	
Jer 44:2	44:2		KJV	szamlalas	
Jer 44:3	44:3		KJV	szamlalas	
Jer 44:4	44:4		KJV	szamlalas	
Jer 44:5	44:5		KJV	szamlalas	
Jer 44:6	44:6		KJV	szamlalas	
Jer 44:7	44:7		KJV	szamlalas	
Jer 44:8	44:8		KJV	szamlalas	
Jer 44:9	44:9		KJV	szamlalas	
Jer 44:10	44:10		KJV	szamlalas	
Jer 44:11	44:11		KJV	szamlalas	
Jer 44:12	44:12		KJV	szamlalas	
Jer 44:13	44:13		KJV	szamlalas	
Jer 44:14	44:14		KJV	szamlalas	
Jer 44:15	44:15		KJV	szamlalas	
Jer 44:16	44:16		KJV	szamlalas	
Jer 44:17	44:17		KJV	szamlalas	
Jer 44:18	44:18		KJV	szamlalas	
Jer 44:19	44:19		KJV	szamlalas	
Jer 44:20	44:20		KJV	szamlalas	
Jer 44:21	44:21		KJV	szamlalas	
Jer 44:22	44:22		KJV	szamlalas	
Jer 44:23	44:23		KJV	szamlalas	
Jer 44:24	44:24		KJV	szamlalas	
Jer 44:25	44:25		KJV	szamlalas	
Jer 44:26	44:26		KJV	szamlalas	
Jer 44:27	44:27		KJV	szamlalas	
Jer 44:28	44:28		KJV	szamlalas	
Jer 44:29	44:29		KJV	szamlalas	
Jer 44:30	44:30		KJV	szamlalas	
Jer 45:1	45:1		KJV	szamlalas	
Jer 45:2	45:2		KJV	szamlalas	
Jer 45:3	45:3		KJV	szamlalas	
Jer 45:4	45:4		KJV	szamlalas	
Jer 45:5	45:5		KJV	szamlalas	
Jer 46:1	46:1		KJV	szamlalas	
Jer 46:2	46:2		KJV	szamlalas	
Jer 46:3	46:3		KJV	szamlalas	
Jer 46:4	46:4		KJV	szamlalas	
Jer 46:5	46:5		KJV	szamlalas	
Jer 46:6	46:6		KJV	szamlalas	
Jer 46:7	46:7		KJV	szamlalas	
Jer 46:8	46:8		KJV	szamlalas	
Jer 46:9	46:9		KJV	szamlalas	
Jer 46:10	46:10		KJV	szamlalas	
Jer 46:11	46:11		KJV	szamlalas	
Jer 46:12	46:12		KJV	szamlalas	
Jer 46:13	46:13		KJV	szamlalas	
Jer 46:14	46:14		KJV	szamlalas	
Jer 46:15	46:15		KJV	szamlalas	
Jer 46:16	46:16		KJV	szamlalas	
Jer 46:17	46:17		KJV	szamlalas	
Jer 46:18	46:18		KJV	szamlalas	
Jer 46:19	46:19		KJV	szamlalas	
Jer 46:20	46:20		KJV	szamlalas	
Jer 46:21	46:21		KJV	szamlalas	
Jer 46:22	46:22		KJV	szamlalas	
Jer 46:23	46:23		KJV	szamlalas	
Jer 46:24	46:24		KJV	szamlalas	
Jer 46:25	46:25		KJV	szamlalas	
Jer 46:26	46:26		KJV	szamlalas	
Jer 46:27	46:27		KJV	szamlalas	
Jer 46:28	46:28		KJV	szamlalas	
Jer 47:1	47:1		KJV	szamlalas	
Jer 47:2	47:2		KJV	szamlalas	
Jer 47:3	47:3		KJV	szamlalas	
Jer 47:4	47:4		KJV	szamlalas	
Jer 47:5	47:5		KJV	szamlalas	
Jer 47:6	47:6		KJV	szamlalas	
Jer 47:7	47:7		KJV	szamlalas	
Jer 48:1	48:1	48:1	MT	tvtms	
Jer 48:2	48:2	48:2	MT	tvtms	
Jer 48:3	48:3	48:3	MT	tvtms	
Jer 48:4	48:4	48:4	MT	tvtms	
Jer 48:5	48:5	48:5	MT	tvtms	
Jer 48:6	48:6	48:6	MT	tvtms	
Jer 48:7	48:7	48:7	MT	tvtms	
Jer 48:8	48:8	48:8	MT	tvtms	
Jer 48:9	48:9	48:9	MT	tvtms	
Jer 48:10	48:10	48:10	MT	tvtms	
Jer 48:11	48:11	48:11	MT	tvtms	
Jer 48:12	48:12	48:12	MT	tvtms	
Jer 48:13	48:13	48:13	MT	tvtms	
Jer 48:14	48:14	48:14	MT	tvtms	
Jer 48:15	48:15	48:15	MT	tvtms	
Jer 48:16	48:16	48:16	MT	tvtms	
Jer 48:17	48:17	48:17	MT	tvtms	
Jer 48:18	48:18	48:18	MT	tvtms	
Jer 48:19	48:19	48:19	MT	tvtms	
Jer 48:20	48:20	48:20	MT	tvtms	
Jer 48:21	48:21	48:21	MT	tvtms	
Jer 48:22	48:22	48:22	MT	tvtms	
Jer 48:23	48:23	48:23	MT	tvtms	
Jer 48:24	48:24	48:24	MT	tvtms	
Jer 48:25	48:25	48:25	MT	tvtms	
Jer 48:26	48:26	48:26	MT	tvtms	
Jer 48:27	48:27	48:27	MT	tvtms	
Jer 48:28	48:28	48:28	MT	tvtms	
Jer 48:29	48:29	48:29	MT	tvtms	
Jer 48:30	48:30	48:30	MT	tvtms	
Jer 48:31	48:31	48:31	MT	tvtms	
Jer 48:32	48:32	48:32	MT	tvtms	
Jer 48:33	48:33	48:33	MT	tvtms	
Jer 48:34	48:34	48:34	MT	tvtms	
