karoli_konyv	fejezet	igehely_lxx_veg	fejezetosztaly	ok
Dán	3	3:20	EGYIK_SEM	H3_egyeb_karoli_sajatossag
Dán	3	3:21	EGYIK_SEM	H3_egyeb_karoli_sajatossag
Dán	3	3:22	EGYIK_SEM	H3_egyeb_karoli_sajatossag
Dán	3	3:23	EGYIK_SEM	H3_egyeb_karoli_sajatossag
Dán	3	3:91	EGYIK_SEM	H3_egyeb_karoli_sajatossag
Dán	3	3:92	EGYIK_SEM	H3_egyeb_karoli_sajatossag
Dán	3	3:93	EGYIK_SEM	H3_egyeb_karoli_sajatossag
Dán	3	3:94	EGYIK_SEM	H3_egyeb_karoli_sajatossag
Dán	3	3:95	EGYIK_SEM	H3_egyeb_karoli_sajatossag
Dán	3	3:96	EGYIK_SEM	H3_egyeb_karoli_sajatossag
Dán	3	3:97	EGYIK_SEM	H3_egyeb_karoli_sajatossag
Hós	2	2:3	EGYIK_SEM	H3_egyeb_karoli_sajatossag
Hós	2	2:4	EGYIK_SEM	H3_egyeb_karoli_sajatossag
Hós	2	2:5	EGYIK_SEM	H3_egyeb_karoli_sajatossag
Hós	2	2:6	EGYIK_SEM	H3_egyeb_karoli_sajatossag
Hós	2	2:7	EGYIK_SEM	H3_egyeb_karoli_sajatossag
Hós	2	2:8	EGYIK_SEM	H3_egyeb_karoli_sajatossag
Hós	2	2:9	EGYIK_SEM	H3_egyeb_karoli_sajatossag
Hós	2	2:10	EGYIK_SEM	H3_egyeb_karoli_sajatossag
Hós	2	2:11	EGYIK_SEM	H3_egyeb_karoli_sajatossag
Hós	2	2:12	EGYIK_SEM	H3_egyeb_karoli_sajatossag
Hós	2	2:13	EGYIK_SEM	H3_egyeb_karoli_sajatossag
Hós	2	2:14	EGYIK_SEM	H3_egyeb_karoli_sajatossag
Hós	2	2:15	EGYIK_SEM	H3_egyeb_karoli_sajatossag
Hós	2	2:16	EGYIK_SEM	H3_egyeb_karoli_sajatossag
Hós	2	2:17	EGYIK_SEM	H3_egyeb_karoli_sajatossag
Hós	2	2:18	EGYIK_SEM	H3_egyeb_karoli_sajatossag
Hós	2	2:19	EGYIK_SEM	H3_egyeb_karoli_sajatossag
Hós	2	2:20	EGYIK_SEM	H3_egyeb_karoli_sajatossag
Hós	2	2:21	EGYIK_SEM	H3_egyeb_karoli_sajatossag
Hós	2	2:22	EGYIK_SEM	H3_egyeb_karoli_sajatossag
Hós	2	2:23	EGYIK_SEM	H3_egyeb_karoli_sajatossag
Hós	11	11:1	MT	H2_karoli_mt_szamozas
Hós	11	11:2	MT	H2_karoli_mt_szamozas
Hós	11	11:3	MT	H2_karoli_mt_szamozas
Hós	11	11:4	MT	H2_karoli_mt_szamozas
Hós	11	11:5	MT	H2_karoli_mt_szamozas
Hós	11	11:6	MT	H2_karoli_mt_szamozas
Hós	11	11:7	MT	H2_karoli_mt_szamozas
Hós	11	11:8	MT	H2_karoli_mt_szamozas
Hós	11	11:9	MT	H2_karoli_mt_szamozas
Hós	11	11:10	MT	H2_karoli_mt_szamozas
Hós	11	11:11	MT	H2_karoli_mt_szamozas
Hós	12	12:1	KJV	H5_valodi_verstartalmi_elteres
Hós	13	13:1	EGYIK_SEM	H3_egyeb_karoli_sajatossag
Hós	13	13:2	EGYIK_SEM	H3_egyeb_karoli_sajatossag
Hós	13	13:3	EGYIK_SEM	H3_egyeb_karoli_sajatossag
Hós	13	13:4	EGYIK_SEM	H3_egyeb_karoli_sajatossag
Hós	13	13:5	EGYIK_SEM	H3_egyeb_karoli_sajatossag
Hós	13	13:6	EGYIK_SEM	H3_egyeb_karoli_sajatossag
Hós	13	13:7	EGYIK_SEM	H3_egyeb_karoli_sajatossag
Hós	13	13:8	EGYIK_SEM	H3_egyeb_karoli_sajatossag
Hós	13	13:9	EGYIK_SEM	H3_egyeb_karoli_sajatossag
Hós	13	13:10	EGYIK_SEM	H3_egyeb_karoli_sajatossag
Hós	13	13:11	EGYIK_SEM	H3_egyeb_karoli_sajatossag
Hós	13	13:12	EGYIK_SEM	H3_egyeb_karoli_sajatossag
Hós	13	13:13	EGYIK_SEM	H3_egyeb_karoli_sajatossag
Hós	13	13:14	EGYIK_SEM	H3_egyeb_karoli_sajatossag
Hós	13	13:15	EGYIK_SEM	H3_egyeb_karoli_sajatossag
Hós	14	14:1	EGYIK_SEM	H3_egyeb_karoli_sajatossag
Hós	14	14:2	EGYIK_SEM	H3_egyeb_karoli_sajatossag
Hós	14	14:3	EGYIK_SEM	H3_egyeb_karoli_sajatossag
Hós	14	14:4	EGYIK_SEM	H3_egyeb_karoli_sajatossag
Hós	14	14:5	EGYIK_SEM	H3_egyeb_karoli_sajatossag
Hós	14	14:6	EGYIK_SEM	H3_egyeb_karoli_sajatossag
Hós	14	14:7	EGYIK_SEM	H3_egyeb_karoli_sajatossag
Hós	14	14:8	EGYIK_SEM	H3_egyeb_karoli_sajatossag
Hós	14	14:9	EGYIK_SEM	H3_egyeb_karoli_sajatossag
Hós	2	2:24	EGYIK_SEM	H3_egyeb_karoli_sajatossag
Hós	2	2:25	EGYIK_SEM	H3_egyeb_karoli_sajatossag
Hós	14	14:10	EGYIK_SEM	H3_egyeb_karoli_sajatossag
Jón	1	1:1	MT	H2_karoli_mt_szamozas
Jón	1	1:2	MT	H2_karoli_mt_szamozas
Jón	1	1:3	MT	H2_karoli_mt_szamozas
Jón	1	1:4	MT	H2_karoli_mt_szamozas
Jón	1	1:5	MT	H2_karoli_mt_szamozas
Jón	1	1:6	MT	H2_karoli_mt_szamozas
Jón	1	1:7	MT	H2_karoli_mt_szamozas
Jón	1	1:8	MT	H2_karoli_mt_szamozas
Jón	1	1:9	MT	H2_karoli_mt_szamozas
Jón	1	1:10	MT	H2_karoli_mt_szamozas
Jón	1	1:11	MT	H2_karoli_mt_szamozas
Jón	1	1:12	MT	H2_karoli_mt_szamozas
Jón	1	1:13	MT	H2_karoli_mt_szamozas
Jón	1	1:14	MT	H2_karoli_mt_szamozas
Jón	1	1:15	MT	H2_karoli_mt_szamozas
Jón	1	1:16	MT	H2_karoli_mt_szamozas
Jón	2	2:1	MT	H2_karoli_mt_szamozas
Jón	2	2:2	MT	H2_karoli_mt_szamozas
Jón	2	2:3	MT	H2_karoli_mt_szamozas
Jón	2	2:4	MT	H2_karoli_mt_szamozas
Jón	2	2:5	MT	H2_karoli_mt_szamozas
Jón	2	2:6	MT	H2_karoli_mt_szamozas
Jón	2	2:7	MT	H2_karoli_mt_szamozas
Jón	2	2:8	MT	H2_karoli_mt_szamozas
Jón	2	2:9	MT	H2_karoli_mt_szamozas
Jón	2	2:10	MT	H2_karoli_mt_szamozas
Jón	2	2:11	MT	H2_karoli_mt_szamozas
